participation_id,user_id,hackathon_id,team_id,team_role,registered_at,status
PA00472,U0085,H011,T0154,Backend,2025-01-10,attended
PA00473,U0092,H011,T0157,ML/AI,2025-02-02,attended
PA00474,U0118,H011,T0161,Lead,2025-01-20,attended
PA00475,U0138,H011,T0162,ML/AI,2025-01-13,attended
PA00476,U0148,H011,T0160,Design,2025-02-10,attended
PA00477,U0175,H011,T0157,ML/AI,2025-02-08,attended
PA00478,U0208,H011,T0155,Frontend,2025-01-27,attended
PA00479,U0225,H011,T0152,Lead,2025-02-10,attended
PA00480,U0253,H011,,,2025-01-28,no_show
PA00481,U0287,H011,T0154,Lead,2025-02-08,attended
PA00482,U0302,H011,T0155,Data,2025-02-01,attended
PA00483,U0306,H011,T0163,Backend,2025-01-18,attended
PA00484,U0325,H011,T0156,DevOps,2025-02-06,attended
PA00485,U0344,H011,T0152,ML/AI,2025-02-03,attended
PA00486,U0366,H011,T0162,Lead,2025-02-10,attended
PA00487,U0404,H011,T0154,Frontend,2025-01-29,attended
PA00488,U0405,H011,,,2025-02-03,no_show
PA00489,U0431,H011,T0159,Backend,2025-01-22,attended
PA00490,U0439,H011,T0153,Lead,2025-01-06,attended
PA00491,U0443,H011,,,2025-01-12,no_show
PA00492,U0450,H011,T0161,Design,2025-02-04,attended
PA00493,U0455,H011,T0163,Product,2025-01-07,attended
PA00494,U0459,H011,,,2025-01-29,no_show
PA00495,U0475,H011,T0154,Backend,2025-02-11,attended
PA00496,U0488,H011,T0159,Product,2025-01-25,attended
PA00497,U0494,H011,T0156,Frontend,2025-01-13,attended
PA00498,U0500,H011,T0159,Member,2025-02-10,attended
PA00499,U0512,H011,T0153,Frontend,2025-02-07,attended
PA00500,U0548,H011,T0157,Mobile,2025-02-11,attended
PA00501,U0553,H011,T0160,ML/AI,2025-01-23,attended
PA00502,U0558,H011,T0155,Backend,2025-01-12,attended
PA00503,U0559,H011,T0157,Product,2025-01-11,attended
PA00504,U0565,H011,T0162,Member,2025-01-28,attended
PA00505,U0583,H011,T0152,Member,2025-02-04,attended
PA00506,U0596,H011,T0163,Frontend,2025-01-17,attended
PA00507,U0627,H011,T0158,Product,2025-02-10,attended
PA00508,U0633,H011,T0158,Product,2025-01-12,attended
PA00509,U0002,H012,T0167,Backend,2025-03-02,attended
PA00510,U0011,H012,,,2025-03-11,no_show
PA00511,U0022,H012,T0165,Mobile,2025-02-28,attended
PA00512,U0027,H012,T0171,Data,2025-02-28,attended
PA00513,U0033,H012,T0168,Lead,2025-03-12,attended
PA00514,U0059,H012,T0164,Mobile,2025-03-05,attended
PA00515,U0066,H012,T0166,Member,2025-03-13,attended
PA00516,U0076,H012,T0172,Mobile,2025-02-26,attended
PA00517,U0106,H012,T0175,Backend,2025-02-27,attended
PA00518,U0122,H012,T0168,ML/AI,2025-02-18,attended
PA00519,U0123,H012,T0171,Backend,2025-03-13,attended
PA00520,U0132,H012,T0177,Product,2025-03-03,attended
PA00521,U0133,H012,T0176,Member,2025-02-24,attended
PA00522,U0148,H012,T0167,Mobile,2025-02-21,attended
PA00523,U0155,H012,,,2025-03-10,no_show
PA00524,U0159,H012,T0164,Backend,2025-03-06,attended
PA00525,U0206,H012,T0171,Mobile,2025-02-27,attended
PA00526,U0207,H012,,,2025-03-08,no_show
PA00527,U0208,H012,T0170,Design,2025-03-04,attended
PA00528,U0233,H012,T0173,Backend,2025-03-12,attended
PA00529,U0242,H012,T0174,Data,2025-03-09,attended
PA00530,U0249,H012,T0172,Frontend,2025-03-07,attended
PA00531,U0250,H012,T0176,Backend,2025-03-06,attended
PA00532,U0251,H012,T0165,Data,2025-03-22,attended
PA00533,U0278,H012,T0167,ML/AI,2025-03-17,attended
PA00534,U0314,H012,T0170,Member,2025-02-17,attended
PA00535,U0333,H012,T0166,ML/AI,2025-02-28,attended
PA00536,U0339,H012,T0169,Mobile,2025-02-24,attended
PA00537,U0360,H012,T0175,Lead,2025-02-27,attended
PA00538,U0365,H012,T0169,Backend,2025-02-26,attended
PA00539,U0368,H012,T0175,Data,2025-03-02,attended
PA00540,U0392,H012,T0177,Lead,2025-02-26,attended
PA00541,U0424,H012,T0174,Product,2025-02-26,attended
PA00542,U0425,H012,T0164,Backend,2025-03-05,attended
PA00543,U0480,H012,T0176,DevOps,2025-03-12,attended
PA00544,U0483,H012,T0173,Lead,2025-02-24,attended
PA00545,U0498,H012,T0173,Lead,2025-03-01,attended
PA00546,U0512,H012,T0174,Frontend,2025-03-22,attended
PA00547,U0529,H012,,,2025-02-24,no_show
PA00548,U0539,H012,T0166,Mobile,2025-03-14,attended
PA00549,U0555,H012,T0168,Backend,2025-02-14,attended
PA00550,U0584,H012,T0172,Product,2025-02-13,attended
PA00551,U0593,H012,T0166,Data,2025-03-19,attended
PA00552,U0596,H012,T0169,Frontend,2025-03-21,attended
PA00553,U0599,H012,,,2025-03-06,no_show
PA00554,U0604,H012,T0165,Mobile,2025-03-12,attended
PA00555,U0619,H012,T0164,Product,2025-03-21,attended
PA00556,U0010,H013,,,2025-04-18,no_show
PA00557,U0014,H013,T0195,ML/AI,2025-04-04,attended
PA00558,U0016,H013,T0185,Data,2025-04-25,attended
PA00559,U0075,H013,T0189,DevOps,2025-04-03,attended
PA00560,U0092,H013,T0179,Backend,2025-04-27,attended
PA00561,U0102,H013,T0189,Member,2025-04-15,attended
PA00562,U0109,H013,T0192,Backend,2025-04-30,attended
PA00563,U0119,H013,T0186,DevOps,2025-05-01,attended
PA00564,U0139,H013,T0191,Mobile,2025-05-06,attended
PA00565,U0143,H013,,,2025-04-04,no_show
PA00566,U0159,H013,T0190,Backend,2025-05-04,attended
PA00567,U0173,H013,T0181,ML/AI,2025-03-31,attended
PA00568,U0177,H013,T0181,Backend,2025-04-11,attended
PA00569,U0184,H013,T0192,DevOps,2025-04-02,attended
PA00570,U0188,H013,T0196,ML/AI,2025-04-24,attended
PA00571,U0201,H013,T0190,Frontend,2025-04-17,attended
PA00572,U0207,H013,T0181,DevOps,2025-04-24,attended
PA00573,U0210,H013,T0193,Member,2025-04-29,attended
PA00574,U0222,H013,T0195,Mobile,2025-04-15,attended
PA00575,U0231,H013,T0187,Member,2025-04-11,attended
PA00576,U0237,H013,T0191,Mobile,2025-04-10,attended
PA00577,U0248,H013,T0178,ML/AI,2025-04-16,attended
PA00578,U0255,H013,T0190,DevOps,2025-04-09,attended
PA00579,U0259,H013,T0183,Product,2025-04-02,attended
PA00580,U0260,H013,T0187,Frontend,2025-04-08,attended
PA00581,U0269,H013,T0182,Data,2025-03-30,attended
PA00582,U0278,H013,,,2025-04-01,no_show
PA00583,U0280,H013,T0178,Member,2025-04-23,attended
PA00584,U0288,H013,T0186,Backend,2025-04-01,attended
PA00585,U0303,H013,T0186,Backend,2025-04-04,attended
PA00586,U0309,H013,T0194,Design,2025-05-01,attended
PA00587,U0318,H013,,,2025-04-27,no_show
PA00588,U0321,H013,,,2025-05-02,no_show
PA00589,U0334,H013,,,2025-05-01,no_show
PA00590,U0337,H013,T0188,Member,2025-03-30,attended
PA00591,U0338,H013,T0179,Member,2025-04-02,attended
PA00592,U0345,H013,,,2025-05-03,no_show
PA00593,U0346,H013,T0194,Member,2025-04-16,attended
PA00594,U0355,H013,,,2025-04-16,no_show
PA00595,U0363,H013,T0194,Product,2025-04-09,attended
PA00596,U0367,H013,T0184,Data,2025-04-18,attended
PA00597,U0371,H013,T0182,ML/AI,2025-04-08,attended
PA00598,U0373,H013,T0195,Backend,2025-05-02,attended
PA00599,U0378,H013,T0185,Backend,2025-04-03,attended
PA00600,U0380,H013,T0178,Data,2025-04-21,attended
PA00601,U0391,H013,T0180,Design,2025-04-30,attended
PA00602,U0420,H013,T0180,Backend,2025-04-17,attended
PA00603,U0423,H013,T0193,Backend,2025-04-23,attended
PA00604,U0436,H013,T0192,Member,2025-05-02,attended
PA00605,U0443,H013,T0188,Backend,2025-04-01,attended
PA00606,U0445,H013,T0183,Data,2025-04-08,attended
PA00607,U0473,H013,T0187,Mobile,2025-05-01,attended
PA00608,U0475,H013,T0183,Backend,2025-04-21,attended
PA00609,U0489,H013,T0179,Data,2025-04-21,attended
PA00610,U0525,H013,T0180,Frontend,2025-04-20,attended
PA00611,U0528,H013,,,2025-04-28,no_show
PA00612,U0536,H013,,,2025-04-02,no_show
PA00613,U0550,H013,T0185,ML/AI,2025-04-27,attended
PA00614,U0551,H013,,,2025-04-17,no_show
PA00615,U0584,H013,T0193,Product,2025-04-30,attended
PA00616,U0590,H013,T0184,Design,2025-04-28,attended
PA00617,U0624,H013,T0191,Backend,2025-04-29,attended
PA00618,U0636,H013,T0189,Product,2025-05-01,attended
PA00619,U0001,H014,T0197,ML/AI,2025-06-02,attended
PA00620,U0003,H014,T0203,Lead,2025-06-06,attended
PA00621,U0007,H014,T0197,ML/AI,2025-05-23,attended
PA00622,U0008,H014,T0198,Backend,2025-05-16,attended
PA00623,U0012,H014,T0205,Backend,2025-05-09,attended
PA00624,U0018,H014,,,2025-05-23,no_show
PA00625,U0055,H014,T0208,Backend,2025-06-04,attended
PA00626,U0073,H014,,,2025-05-25,no_show
PA00627,U0076,H014,T0207,Mobile,2025-06-09,attended
PA00628,U0108,H014,,,2025-05-05,no_show
PA00629,U0111,H014,,,2025-06-02,no_show
PA00630,U0117,H014,,,2025-05-03,no_show
PA00631,U0118,H014,T0202,Lead,2025-05-30,attended
PA00632,U0133,H014,T0206,Design,2025-06-06,attended
PA00633,U0138,H014,T0205,ML/AI,2025-06-02,attended
PA00634,U0145,H014,T0206,ML/AI,2025-05-14,attended
PA00635,U0148,H014,T0199,Mobile,2025-05-18,attended
PA00636,U0175,H014,T0202,ML/AI,2025-05-14,attended
PA00637,U0200,H014,T0203,ML/AI,2025-06-06,attended
PA00638,U0201,H014,T0199,Frontend,2025-05-24,attended
PA00639,U0206,H014,,,2025-05-22,no_show
PA00640,U0237,H014,T0209,Design,2025-05-05,attended
PA00641,U0243,H014,T0200,Backend,2025-05-30,attended
PA00642,U0248,H014,T0200,Data,2025-05-15,attended
PA00643,U0259,H014,T0207,Product,2025-05-04,attended
PA00644,U0263,H014,T0204,Product,2025-05-25,attended
PA00645,U0278,H014,,,2025-05-19,no_show
PA00646,U0281,H014,T0197,Member,2025-05-16,attended
PA00647,U0323,H014,T0201,Mobile,2025-05-13,attended
PA00648,U0324,H014,,,2025-06-02,no_show
PA00649,U0346,H014,T0206,Mobile,2025-05-18,attended
PA00650,U0364,H014,,,2025-06-05,no_show
PA00651,U0373,H014,T0200,Backend,2025-05-11,attended
PA00652,U0402,H014,T0203,Backend,2025-05-18,attended
PA00653,U0408,H014,T0204,Lead,2025-05-25,attended
PA00654,U0428,H014,T0207,Backend,2025-05-09,attended
PA00655,U0435,H014,T0208,Design,2025-05-20,attended
PA00656,U0456,H014,T0205,Frontend,2025-05-08,attended
PA00657,U0457,H014,T0204,Design,2025-05-17,attended
PA00658,U0458,H014,T0199,Backend,2025-05-06,attended
PA00659,U0463,H014,T0204,Mobile,2025-05-27,attended
PA00660,U0464,H014,T0198,Mobile,2025-06-05,attended
PA00661,U0540,H014,T0205,Lead,2025-05-19,attended
PA00662,U0544,H014,T0202,Design,2025-05-06,attended
PA00663,U0547,H014,T0208,Frontend,2025-06-02,attended
PA00664,U0555,H014,T0209,Member,2025-05-30,attended
PA00665,U0558,H014,T0198,Backend,2025-05-05,attended
PA00666,U0588,H014,T0201,Lead,2025-05-22,attended
PA00667,U0629,H014,T0201,Frontend,2025-05-15,attended
PA00668,U0632,H014,T0202,Data,2025-05-19,attended
PA00669,U0633,H014,T0208,Member,2025-05-17,attended
PA00670,U0639,H014,T0203,Member,2025-05-14,attended
PA00671,U0005,H015,T0218,Data,2025-06-14,attended
PA00672,U0007,H015,T0212,ML/AI,2025-06-27,attended
PA00673,U0015,H015,T0214,ML/AI,2025-06-12,attended
PA00674,U0019,H015,T0219,Backend,2025-07-12,attended
PA00675,U0032,H015,T0216,Data,2025-07-02,attended
PA00676,U0039,H015,T0215,DevOps,2025-06-23,attended
PA00677,U0044,H015,T0218,Frontend,2025-06-19,attended
PA00678,U0045,H015,T0215,Lead,2025-07-17,attended
PA00679,U0046,H015,T0216,Frontend,2025-07-10,attended
PA00680,U0059,H015,T0213,Mobile,2025-07-05,attended
PA00681,U0061,H015,T0212,Product,2025-07-08,attended
PA00682,U0071,H015,T0210,Backend,2025-07-02,attended
PA00683,U0098,H015,T0213,Backend,2025-07-08,attended
PA00684,U0123,H015,T0217,Backend,2025-06-29,attended
PA00685,U0135,H015,,,2025-07-09,no_show
PA00686,U0141,H015,,,2025-06-22,no_show
PA00687,U0146,H015,,,2025-06-30,no_show
PA00688,U0150,H015,,,2025-06-25,no_show
PA00689,U0242,H015,,,2025-07-07,no_show
PA00690,U0258,H015,T0219,Lead,2025-07-05,attended
PA00691,U0271,H015,T0210,Frontend,2025-07-17,attended
PA00692,U0272,H015,T0211,Frontend,2025-07-13,attended
PA00693,U0280,H015,T0218,Member,2025-07-10,attended
PA00694,U0338,H015,T0214,Member,2025-06-19,attended
PA00695,U0353,H015,T0215,Design,2025-07-18,attended
PA00696,U0367,H015,T0216,Data,2025-06-27,attended
PA00697,U0436,H015,,,2025-06-22,no_show
PA00698,U0443,H015,T0214,Backend,2025-06-11,attended
PA00699,U0469,H015,T0212,Design,2025-07-18,attended
PA00700,U0493,H015,T0217,Backend,2025-06-29,attended
PA00701,U0504,H015,T0214,Product,2025-07-17,attended
PA00702,U0511,H015,T0211,Backend,2025-06-19,attended
PA00703,U0517,H015,T0210,Lead,2025-06-29,attended
PA00704,U0552,H015,T0210,DevOps,2025-06-20,attended
PA00705,U0566,H015,T0215,Member,2025-06-13,attended
PA00706,U0573,H015,T0218,Lead,2025-06-14,attended
PA00707,U0585,H015,T0219,Mobile,2025-07-02,attended
PA00708,U0598,H015,T0217,DevOps,2025-07-14,attended
PA00709,U0627,H015,T0213,Product,2025-06-12,attended
PA00710,U0004,H016,T0220,Design,2025-08-21,attended
PA00711,U0010,H016,T0229,Frontend,2025-07-31,attended
PA00712,U0011,H016,,,2025-08-20,no_show
PA00713,U0024,H016,T0226,Backend,2025-08-08,attended
PA00714,U0032,H016,T0222,Lead,2025-08-01,attended
PA00715,U0033,H016,T0234,Lead,2025-08-11,attended
PA00716,U0046,H016,T0222,Lead,2025-08-22,attended
PA00717,U0058,H016,,,2025-08-12,no_show
PA00718,U0059,H016,T0220,Mobile,2025-08-24,attended
PA00719,U0062,H016,T0229,Design,2025-08-11,attended
PA00720,U0071,H016,T0232,Backend,2025-08-12,attended
PA00721,U0102,H016,T0225,Member,2025-08-03,attended
PA00722,U0105,H016,T0226,Design,2025-08-18,attended
PA00723,U0109,H016,T0224,Backend,2025-08-15,attended
PA00724,U0118,H016,T0220,Lead,2025-07-19,attended
PA00725,U0142,H016,T0230,Frontend,2025-07-23,attended
PA00726,U0148,H016,T0231,Mobile,2025-07-23,attended
PA00727,U0159,H016,T0229,Backend,2025-08-15,attended
PA00728,U0160,H016,,,2025-08-12,no_show
PA00729,U0191,H016,,,2025-08-16,no_show
PA00730,U0194,H016,T0231,Frontend,2025-07-24,attended
PA00731,U0207,H016,T0225,ML/AI,2025-08-12,attended
PA00732,U0215,H016,T0233,Frontend,2025-07-31,attended
PA00733,U0216,H016,T0236,ML/AI,2025-07-23,attended
PA00734,U0235,H016,T0236,Data,2025-08-19,attended
PA00735,U0259,H016,,,2025-07-31,no_show
PA00736,U0260,H016,T0223,Frontend,2025-08-23,attended
PA00737,U0265,H016,T0221,Member,2025-07-21,attended
PA00738,U0314,H016,T0233,Member,2025-08-13,attended
PA00739,U0322,H016,T0223,Backend,2025-08-09,attended
PA00740,U0327,H016,T0227,Design,2025-08-11,attended
PA00741,U0338,H016,T0237,Member,2025-07-30,attended
PA00742,U0356,H016,T0231,DevOps,2025-07-18,attended
PA00743,U0361,H016,,,2025-08-14,no_show
PA00744,U0367,H016,T0222,Data,2025-08-23,attended
PA00745,U0372,H016,T0230,ML/AI,2025-08-14,attended
PA00746,U0408,H016,,,2025-08-02,no_show
PA00747,U0420,H016,,,2025-07-25,no_show
PA00748,U0426,H016,T0237,Data,2025-07-28,attended
PA00749,U0429,H016,T0227,DevOps,2025-07-30,attended
PA00750,U0434,H016,T0235,Data,2025-08-05,attended
PA00751,U0436,H016,T0224,Data,2025-08-13,attended
PA00752,U0449,H016,T0226,Lead,2025-08-06,attended
PA00753,U0450,H016,T0224,Design,2025-08-08,attended
PA00754,U0493,H016,T0235,Backend,2025-08-03,attended
PA00755,U0526,H016,T0228,Member,2025-08-14,attended
PA00756,U0536,H016,T0233,Data,2025-08-18,attended
PA00757,U0546,H016,T0232,Lead,2025-08-24,attended
PA00758,U0556,H016,T0236,DevOps,2025-07-22,attended
PA00759,U0573,H016,T0237,Lead,2025-08-20,attended
PA00760,U0579,H016,,,2025-08-09,no_show
PA00761,U0582,H016,T0221,Design,2025-07-29,attended
PA00762,U0584,H016,T0223,Product,2025-08-11,attended
PA00763,U0585,H016,T0235,Frontend,2025-08-09,attended
PA00764,U0593,H016,T0228,Backend,2025-07-20,attended
PA00765,U0627,H016,T0228,Product,2025-07-22,attended
PA00766,U0630,H016,T0225,Frontend,2025-08-16,attended
PA00767,U0631,H016,T0227,Design,2025-08-05,attended
PA00768,U0002,H017,T0238,Backend,2025-09-22,attended
PA00769,U0013,H017,T0247,Data,2025-09-15,attended
PA00770,U0014,H017,T0249,ML/AI,2025-09-29,attended
PA00771,U0024,H017,T0245,ML/AI,2025-09-22,attended
PA00772,U0025,H017,T0246,DevOps,2025-09-21,attended
PA00773,U0034,H017,T0250,Member,2025-09-30,attended
PA00774,U0067,H017,T0246,Frontend,2025-09-23,attended
PA00775,U0075,H017,T0250,Frontend,2025-09-02,attended
PA00776,U0076,H017,T0249,Mobile,2025-09-08,attended
PA00777,U0085,H017,T0241,Backend,2025-10-01,attended
PA00778,U0099,H017,T0245,Mobile,2025-09-15,attended
PA00779,U0110,H017,T0241,Data,2025-08-27,attended
PA00780,U0114,H017,T0248,ML/AI,2025-08-25,attended
PA00781,U0150,H017,T0250,Mobile,2025-09-01,attended
PA00782,U0166,H017,T0242,Product,2025-08-26,attended
PA00783,U0177,H017,T0244,Backend,2025-09-27,attended
PA00784,U0200,H017,T0245,ML/AI,2025-09-07,attended
PA00785,U0206,H017,T0240,Mobile,2025-09-30,attended
PA00786,U0272,H017,T0247,Frontend,2025-09-26,attended
PA00787,U0296,H017,T0238,Frontend,2025-09-18,attended
PA00788,U0303,H017,T0248,Mobile,2025-09-05,attended
PA00789,U0317,H017,T0239,Frontend,2025-09-06,attended
PA00790,U0325,H017,T0243,DevOps,2025-09-27,attended
PA00791,U0333,H017,T0244,DevOps,2025-09-08,attended
PA00792,U0344,H017,T0241,Mobile,2025-08-31,attended
PA00793,U0353,H017,T0244,Backend,2025-08-31,attended
PA00794,U0361,H017,T0244,Backend,2025-09-24,attended
PA00795,U0371,H017,T0238,ML/AI,2025-09-08,attended
PA00796,U0386,H017,,,2025-08-25,no_show
PA00797,U0414,H017,T0247,ML/AI,2025-09-28,attended
PA00798,U0416,H017,T0243,Lead,2025-09-08,attended
PA00799,U0420,H017,T0240,Backend,2025-09-21,attended
PA00800,U0476,H017,T0238,Backend,2025-09-05,attended
PA00801,U0502,H017,T0242,Lead,2025-09-23,attended
PA00802,U0512,H017,T0242,Frontend,2025-09-10,attended
PA00803,U0513,H017,T0240,Member,2025-09-15,attended
PA00804,U0528,H017,T0243,Backend,2025-09-09,attended
PA00805,U0566,H017,T0239,Product,2025-08-29,attended
PA00806,U0578,H017,T0245,Member,2025-09-19,attended
PA00807,U0616,H017,T0239,DevOps,2025-09-23,attended
PA00808,U0629,H017,,,2025-08-25,no_show
PA00809,U0001,H018,T0258,ML/AI,2025-11-06,attended
PA00810,U0009,H018,T0261,Lead,2025-11-15,attended
PA00811,U0012,H018,T0263,Design,2025-10-21,attended
PA00812,U0017,H018,T0261,Member,2025-10-15,attended
PA00813,U0018,H018,,,2025-10-28,no_show
PA00814,U0019,H018,T0261,Backend,2025-10-30,attended
PA00815,U0025,H018,T0266,Frontend,2025-10-14,attended
PA00816,U0122,H018,T0259,ML/AI,2025-10-22,attended
PA00817,U0129,H018,T0259,Lead,2025-10-31,attended
PA00818,U0131,H018,T0263,Member,2025-11-04,attended
PA00819,U0137,H018,T0265,Mobile,2025-10-09,attended
PA00820,U0144,H018,T0265,Design,2025-10-21,attended
PA00821,U0146,H018,T0257,Mobile,2025-10-28,attended
PA00822,U0147,H018,T0252,Frontend,2025-10-24,attended
PA00823,U0152,H018,T0266,Backend,2025-10-23,attended
PA00824,U0153,H018,T0263,Product,2025-10-28,attended
PA00825,U0162,H018,T0254,Data,2025-10-17,attended
PA00826,U0173,H018,T0251,Data,2025-10-10,attended
PA00827,U0175,H018,T0267,ML/AI,2025-10-25,attended
PA00828,U0205,H018,T0259,Design,2025-10-19,attended
PA00829,U0236,H018,T0264,DevOps,2025-10-23,attended
PA00830,U0260,H018,T0261,Frontend,2025-11-10,attended
PA00831,U0263,H018,T0262,Product,2025-10-24,attended
PA00832,U0274,H018,T0253,Frontend,2025-11-13,attended
PA00833,U0278,H018,T0252,Lead,2025-10-12,attended
PA00834,U0303,H018,T0257,Backend,2025-11-11,attended
PA00835,U0306,H018,,,2025-10-26,no_show
PA00836,U0338,H018,T0252,Member,2025-10-17,attended
PA00837,U0342,H018,T0254,Lead,2025-10-18,attended
PA00838,U0357,H018,T0266,Data,2025-11-12,attended
PA00839,U0358,H018,,,2025-11-13,no_show
PA00840,U0369,H018,T0258,Backend,2025-11-08,attended
PA00841,U0372,H018,T0254,ML/AI,2025-10-18,attended
PA00842,U0374,H018,,,2025-11-11,no_show
PA00843,U0375,H018,T0265,Frontend,2025-10-11,attended
PA00844,U0382,H018,,,2025-10-12,no_show
PA00845,U0390,H018,T0257,Design,2025-11-06,attended
PA00846,U0399,H018,T0256,Backend,2025-10-28,attended
PA00847,U0423,H018,T0253,Backend,2025-10-25,attended
PA00848,U0463,H018,T0262,Mobile,2025-10-15,attended
PA00849,U0475,H018,T0253,Backend,2025-11-03,attended
PA00850,U0494,H018,T0254,Frontend,2025-11-12,attended
PA00851,U0512,H018,T0255,Frontend,2025-11-06,attended
PA00852,U0517,H018,T0262,Design,2025-10-11,attended
PA00853,U0531,H018,T0257,Data,2025-11-03,attended
PA00854,U0552,H018,T0258,DevOps,2025-11-11,attended
PA00855,U0583,H018,T0260,DevOps,2025-10-29,attended
PA00856,U0613,H018,T0251,Frontend,2025-11-06,attended
PA00857,U0620,H018,T0252,Backend,2025-11-05,attended
PA00858,U0624,H018,,,2025-10-22,no_show
PA00859,U0007,H019,T0274,Design,2025-12-02,attended
PA00860,U0010,H019,T0271,Frontend,2025-12-17,attended
PA00861,U0016,H019,T0269,Mobile,2025-12-17,attended
PA00862,U0024,H019,T0273,Backend,2025-12-05,attended
PA00863,U0046,H019,T0278,Frontend,2025-12-23,attended
PA00864,U0129,H019,T0277,DevOps,2025-12-27,attended
PA00865,U0136,H019,T0268,Backend,2025-12-12,attended
PA00866,U0146,H019,T0270,Mobile,2025-12-05,attended
PA00867,U0159,H019,T0271,Backend,2025-11-29,attended
PA00868,U0163,H019,,,2025-12-11,no_show
PA00869,U0169,H019,,,2025-11-24,no_show
PA00870,U0173,H019,T0275,Data,2025-12-30,attended
PA00871,U0175,H019,T0268,ML/AI,2025-12-24,attended
PA00872,U0180,H019,T0278,Design,2025-12-03,attended
PA00873,U0183,H019,T0272,Lead,2025-12-03,attended
PA00874,U0184,H019,T0279,DevOps,2025-12-18,attended
PA00875,U0208,H019,T0277,Frontend,2025-12-29,attended
PA00876,U0209,H019,T0279,Frontend,2025-12-03,attended
PA00877,U0227,H019,T0271,Backend,2025-11-29,attended
PA00878,U0238,H019,T0275,Data,2025-12-03,attended
PA00879,U0240,H019,T0278,Backend,2025-12-01,attended
PA00880,U0242,H019,,,2025-12-02,no_show
PA00881,U0249,H019,,,2025-12-28,no_show
PA00882,U0267,H019,T0281,Member,2025-12-15,attended
PA00883,U0272,H019,T0281,Frontend,2025-12-26,attended
PA00884,U0273,H019,T0270,Backend,2025-12-09,attended
PA00885,U0296,H019,T0272,Frontend,2025-12-20,attended
PA00886,U0325,H019,T0275,Mobile,2025-12-28,attended
PA00887,U0347,H019,T0273,Frontend,2025-12-24,attended
PA00888,U0355,H019,T0270,Frontend,2025-12-02,attended
PA00889,U0357,H019,T0269,Frontend,2025-11-25,attended
PA00890,U0374,H019,T0276,Lead,2025-12-19,attended
PA00891,U0379,H019,T0276,Product,2025-12-16,attended
PA00892,U0399,H019,T0278,Backend,2025-12-08,attended
PA00893,U0414,H019,T0272,ML/AI,2025-12-27,attended
PA00894,U0417,H019,T0277,Lead,2025-12-17,attended
PA00895,U0431,H019,T0276,ML/AI,2025-12-22,attended
PA00896,U0447,H019,T0281,Frontend,2025-12-18,attended
PA00897,U0449,H019,T0270,Lead,2025-12-16,attended
PA00898,U0504,H019,T0274,Product,2025-12-08,attended
PA00899,U0555,H019,T0276,Mobile,2025-12-29,attended
PA00900,U0565,H019,,,2025-12-11,no_show
PA00901,U0566,H019,T0272,Product,2025-12-24,attended
PA00902,U0590,H019,,,2025-12-05,no_show
PA00903,U0593,H019,T0279,Backend,2025-12-24,attended
PA00904,U0596,H019,T0274,Frontend,2025-12-11,attended
PA00905,U0630,H019,T0280,Frontend,2025-12-02,attended
PA00906,U0006,H020,T0284,Data,2026-01-27,attended
PA00907,U0009,H020,T0295,Lead,2026-02-14,attended
PA00908,U0011,H020,,,2026-01-18,no_show
PA00909,U0015,H020,T0287,ML/AI,2026-02-03,attended
PA00910,U0031,H020,T0283,Mobile,2026-02-12,attended
PA00911,U0046,H020,,,2026-01-24,no_show
PA00912,U0058,H020,T0293,Lead,2026-02-02,attended
PA00913,U0059,H020,T0290,Mobile,2026-01-23,attended
PA00914,U0085,H020,T0294,Mobile,2026-02-03,attended
PA00915,U0092,H020,T0284,Backend,2026-02-11,attended
PA00916,U0118,H020,T0284,Lead,2026-02-14,attended
PA00917,U0124,H020,T0289,Frontend,2026-02-10,attended
PA00918,U0132,H020,T0298,Backend,2026-01-15,attended
PA00919,U0133,H020,T0285,Backend,2026-02-08,attended
PA00920,U0136,H020,T0290,Backend,2026-02-05,attended
PA00921,U0139,H020,T0293,Mobile,2026-01-23,attended
PA00922,U0148,H020,T0286,Mobile,2026-01-31,attended
PA00923,U0156,H020,T0295,ML/AI,2026-01-16,attended
PA00924,U0161,H020,T0291,Backend,2026-02-05,attended
PA00925,U0173,H020,T0296,Data,2026-02-10,attended
PA00926,U0190,H020,T0282,ML/AI,2026-01-22,attended
PA00927,U0193,H020,T0282,Backend,2026-02-14,attended
PA00928,U0194,H020,T0286,Frontend,2026-02-08,attended
PA00929,U0202,H020,T0286,Lead,2026-01-25,attended
PA00930,U0204,H020,T0288,Data,2026-01-28,attended
PA00931,U0205,H020,T0294,Design,2026-01-24,attended
PA00932,U0242,H020,T0292,Data,2026-01-19,attended
PA00933,U0249,H020,T0294,Frontend,2026-01-20,attended
PA00934,U0259,H020,T0296,Product,2026-01-27,attended
PA00935,U0263,H020,T0297,Product,2026-02-04,attended
PA00936,U0270,H020,T0291,Mobile,2026-01-22,attended
PA00937,U0276,H020,,,2026-01-14,no_show
PA00938,U0284,H020,T0282,Data,2026-01-22,attended
PA00939,U0293,H020,T0287,DevOps,2026-01-29,attended
PA00940,U0310,H020,T0295,DevOps,2026-01-18,attended
PA00941,U0345,H020,T0286,Member,2026-01-11,attended
PA00942,U0355,H020,T0285,Frontend,2026-01-14,attended
PA00943,U0382,H020,,,2026-01-18,no_show
PA00944,U0386,H020,T0293,DevOps,2026-02-06,attended
