interaction_id,user_id,hackathon_id,type,timestamp,text
I00758,U0118,,workshop_attended,2025-01-24T21:23:05,
I00759,U0118,H022,discord_message,2026-05-09T10:30:05,"going to sleep for 90 minutes, ping me if the build breaks"
I00760,U0118,H020,comment,2026-02-05T13:48:02,"Our demo broke live and we still placed, so do not panic if yours does."
I00761,U0118,H002,profile_update,2024-02-10T13:12:08,
I00762,U0118,H021,answered_question,2026-04-15T16:01:19,"Judges look at the running product first, code only if they have doubts."
I00763,U0118,,question,2025-06-18T23:32:23,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00764,U0119,H013,question,2025-05-05T12:43:56,"How long do we get for the demo, including questions?"
I00765,U0119,,discord_message,2024-08-01T23:21:54,"moving our table to near the power outlets, we are at 22 now"
I00766,U0119,,profile_update,2025-08-13T16:53:13,
I00767,U0119,H021,question,2026-04-10T13:21:57,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I00768,U0119,H007,discord_message,2024-09-05T21:20:58,"moving our table to near the power outlets, we are at 22 now"
I00769,U0119,H013,comment,2025-04-27T10:44:07,"The graph database workshop was much better than I expected, worth the hour."
I00770,U0119,H013,discord_message,2025-05-06T14:30:07,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I00771,U0119,,workshop_attended,2025-12-07T23:07:02,
I00772,U0120,,discord_message,2026-07-05T14:20:10,"we are cutting the matchmaking feature, no time"
I00773,U0120,H003,answered_question,2024-03-28T16:08:15,"If your deployment dies they will let you show a recording, but tell them beforehand."
I00774,U0120,,discord_message,2026-01-05T14:28:53,"moving our table to near the power outlets, we are at 22 now"
I00775,U0122,H012,question,2025-03-13T16:07:11,Is there a template for the submission writeup anywhere?
I00776,U0122,,comment,2026-06-10T19:50:48,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00777,U0122,H008,answered_question,2024-11-04T23:32:36,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I00778,U0122,H018,profile_update,2025-11-15T10:26:20,
I00779,U0122,H012,comment,2025-04-06T15:53:04,"The graph database workshop was much better than I expected, worth the hour."
I00780,U0123,,comment,2025-09-26T08:23:31,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I00781,U0123,,workshop_attended,2026-07-21T12:49:22,
I00782,U0123,,workshop_attended,2026-06-19T21:39:12,
I00783,U0123,H015,discord_message,2025-07-29T19:13:25,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00784,U0123,H012,question,2025-03-12T11:05:31,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I00785,U0123,H012,profile_update,2025-04-06T15:42:09,
I00786,U0123,H012,comment,2025-03-12T14:02:29,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00787,U0124,,discord_message,2026-03-05T21:14:06,"going to sleep for 90 minutes, ping me if the build breaks"
I00788,U0124,H020,answered_question,2026-02-18T22:24:32,"The cap is four this time, it changed from last edition."
I00789,U0124,,question,2026-04-29T17:25:18,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I00790,U0124,,comment,2026-05-31T18:32:39,Anyone have a spare USB-C charger? Ours walked off.
I00791,U0128,H006,discord_message,2024-07-26T10:39:03,"pushing the fix now, pull before you touch the retrieval service"
I00792,U0128,,answered_question,2025-08-04T23:41:37,You can augment the dataset as long as you declare the extra sources.
I00793,U0128,,comment,2024-05-15T18:11:38,The mentor feedback on scoping was the single most useful thing this weekend.
I00794,U0128,H001,discord_message,2024-01-11T11:24:31,anyone awake? stuck on a merge conflict in the schema file
I00795,U0128,,answered_question,2024-02-09T08:12:37,"Free tier handles that node count fine, but create your indexes before bulk loading."
I00796,U0128,H021,discord_message,2026-03-29T20:01:59,"pushing the fix now, pull before you touch the retrieval service"
I00797,U0128,,comment,2024-03-04T23:47:08,Really liked that the results were announced with the score breakdown.
I00798,U0128,H006,discord_message,2024-08-09T23:17:12,"going to sleep for 90 minutes, ping me if the build breaks"
I00799,U0128,H006,profile_update,2024-08-09T22:37:34,
I00800,U0128,H021,comment,2026-04-18T19:12:40,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00801,U0128,H001,discord_message,2024-01-27T19:19:59,"last commit before freeze, do not push anything after this"
I00802,U0129,H019,comment,2026-01-10T15:25:53,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00803,U0129,H018,discord_message,2025-11-17T10:39:01,"we are cutting the matchmaking feature, no time"
I00804,U0129,H019,profile_update,2025-12-27T21:02:25,
I00805,U0129,H019,answered_question,2026-01-02T20:14:48,Pre-existing repos are allowed if you declare them and the new work is clearly separable.
I00806,U0129,,comment,2026-04-11T17:45:13,Finally got the deployment working. The build was failing because of a Node version mismatch.
I00807,U0129,,discord_message,2024-11-11T13:33:02,"we are cutting the matchmaking feature, no time"
I00808,U0129,H009,workshop_attended,2024-12-17T11:39:31,
I00809,U0129,H018,answered_question,2025-12-02T13:02:46,You can augment the dataset as long as you declare the extra sources.
I00810,U0129,H018,comment,2025-11-23T14:32:46,The mentor feedback on scoping was the single most useful thing this weekend.
I00811,U0129,,question,2025-03-02T19:07:57,Are teams allowed to be four people or is three the cap this time?
I00812,U0129,H019,question,2026-01-02T12:24:43,"How long do we get for the demo, including questions?"
I00813,U0129,H019,comment,2026-01-08T23:43:04,"Our demo broke live and we still placed, so do not panic if yours does."
I00814,U0130,,comment,2025-07-24T10:31:56,"Judging felt fair this time, the rubric being published in advance helped a lot."
I00815,U0131,H018,answered_question,2025-11-13T16:09:16,"Use a hotspot for the demo, the venue wifi drops under load every year."
I00816,U0131,H018,discord_message,2025-11-09T16:03:35,"going to sleep for 90 minutes, ping me if the build breaks"
I00817,U0131,,discord_message,2026-07-02T18:36:59,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I00818,U0131,H018,comment,2025-11-09T13:38:49,Third hackathon here and the organisation keeps getting better.
I00819,U0132,,question,2026-06-30T22:53:39,"How long do we get for the demo, including questions?"
I00820,U0132,H012,comment,2025-03-25T23:58:37,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00821,U0132,,discord_message,2025-08-06T23:34:40,"demo script is in the shared doc, please read it before we rehearse"
I00822,U0132,H020,comment,2026-02-05T17:35:17,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00823,U0132,H012,workshop_attended,2025-04-08T20:41:51,
I00824,U0133,,comment,2025-05-25T22:27:40,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00825,U0133,H012,answered_question,2025-04-06T22:55:54,"You can be on two teams but you can only win once, which they enforce."
I00826,U0133,H014,question,2025-06-05T19:24:04,What is the best way to handle auth for a demo that has to work offline?
I00827,U0133,H020,answered_question,2026-02-12T20:30:46,"Free tier handles that node count fine, but create your indexes before bulk loading."
I00828,U0133,,discord_message,2025-07-13T18:35:55,"moving our table to near the power outlets, we are at 22 now"
I00829,U0133,H020,comment,2026-02-24T08:52:40,Anyone have a spare USB-C charger? Ours walked off.
I00830,U0133,H012,discord_message,2025-03-11T15:04:10,anyone awake? stuck on a merge conflict in the schema file
I00831,U0134,H003,profile_update,2024-04-18T15:10:15,
I00832,U0134,H003,question,2024-03-27T22:02:58,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I00833,U0134,,answered_question,2024-09-23T22:56:04,"You can be on two teams but you can only win once, which they enforce."
I00834,U0134,H003,comment,2024-04-19T22:51:30,"Judging felt fair this time, the rubric being published in advance helped a lot."
I00835,U0135,,discord_message,2026-05-02T15:11:32,"found the bug, it was a timezone thing in the date parsing"
I00836,U0135,H015,question,2025-07-13T08:43:35,Is the dataset they provided allowed to be augmented with external data?
I00837,U0135,H015,question,2025-07-17T22:03:38,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I00838,U0135,H015,discord_message,2025-07-10T08:07:46,"going to sleep for 90 minutes, ping me if the build breaks"
I00839,U0135,,workshop_attended,2026-05-14T11:51:05,
I00840,U0135,H015,answered_question,2025-07-31T12:03:50,"If your deployment dies they will let you show a recording, but tell them beforehand."
I00841,U0136,H009,comment,2024-12-13T08:51:21,Does the sponsor prize require using their hosted version or is self-hosted fine?
I00842,U0136,H009,profile_update,2024-12-04T21:51:28,
I00843,U0136,,discord_message,2026-08-19T08:03:23,"found the bug, it was a timezone thing in the date parsing"
I00844,U0136,,workshop_attended,2025-11-19T13:03:49,
I00845,U0136,H019,workshop_attended,2026-01-17T17:26:06,
I00846,U0136,,discord_message,2024-01-18T16:48:58,anyone awake? stuck on a merge conflict in the schema file
I00847,U0137,H001,comment,2024-01-06T18:41:28,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00848,U0137,H018,answered_question,2025-11-23T22:20:33,"Use a hotspot for the demo, the venue wifi drops under load every year."
I00849,U0137,,workshop_attended,2025-02-16T08:22:06,
I00850,U0137,H018,comment,2025-11-24T22:21:18,Third hackathon here and the organisation keeps getting better.
I00851,U0137,,question,2025-09-02T23:30:30,Does anyone know if the AuraDB free tier can handle a few hundred thousand nodes?
I00852,U0137,H001,question,2024-01-04T18:34:18,"How long do we get for the demo, including questions?"
I00853,U0137,H018,discord_message,2025-11-20T16:39:20,"pushing the fix now, pull before you touch the retrieval service"
I00854,U0138,H014,profile_update,2025-05-31T18:07:35,
I00855,U0138,,discord_message,2024-11-22T21:38:49,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I00856,U0138,,question,2026-05-26T19:13:42,Are teams allowed to be four people or is three the cap this time?
I00857,U0138,H011,workshop_attended,2025-02-22T14:38:22,
I00858,U0138,H014,answered_question,2025-06-09T16:54:22,You get three minutes plus two for questions. They are strict about it.
I00859,U0138,H011,discord_message,2025-03-01T18:47:48,anyone awake? stuck on a merge conflict in the schema file
I00860,U0138,H011,workshop_attended,2025-02-26T13:40:58,
I00861,U0139,,discord_message,2026-04-08T23:45:49,can someone take screenshots for the submission while i fix the deploy
I00862,U0139,H005,question,2024-06-25T15:36:49,Do judges want to see the code or just the running product?
I00863,U0139,H007,profile_update,2024-09-13T21:56:56,
I00864,U0139,H007,comment,2024-09-14T20:29:14,"The graph database workshop was much better than I expected, worth the hour."
I00865,U0139,,workshop_attended,2026-04-22T19:15:09,
I00866,U0139,H020,discord_message,2026-02-09T12:49:44,"pushing the fix now, pull before you touch the retrieval service"
I00867,U0139,H013,workshop_attended,2025-05-13T08:37:44,
I00868,U0139,,discord_message,2025-07-14T10:30:09,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00869,U0139,,question,2025-11-18T16:35:18,Is model fine-tuning allowed or is it inference only?
I00870,U0139,H013,comment,2025-05-04T13:14:58,"Our team is two people short, DM me if you want to join a GenAI track build."
I00871,U0139,H005,comment,2024-06-30T09:23:25,The mentor feedback on scoping was the single most useful thing this weekend.
I00872,U0139,H013,answered_question,2025-05-12T08:48:27,Fine-tuning is allowed. Two teams did it last year.
I00873,U0139,H007,answered_question,2024-09-21T11:21:37,"You can be on two teams but you can only win once, which they enforce."
I00874,U0139,,answered_question,2026-02-02T21:00:11,"Judges look at the running product first, code only if they have doubts."
I00875,U0139,,question,2024-09-30T20:31:14,Is model fine-tuning allowed or is it inference only?
I00876,U0139,H004,answered_question,2024-05-23T13:35:37,You can augment the dataset as long as you declare the extra sources.
I00877,U0139,H020,answered_question,2026-02-25T11:14:01,The writeup template is linked in the pinned message on the announcements channel.
I00878,U0140,H009,discord_message,2024-12-13T15:46:02,"pushing the fix now, pull before you touch the retrieval service"
I00879,U0140,,discord_message,2025-02-18T13:00:59,"the api key rotated, new one is in the env file on the shared drive"
I00880,U0140,H008,question,2024-11-05T15:20:03,Is there a template for the submission writeup anywhere?
I00881,U0140,H008,answered_question,2024-10-30T12:19:19,You can augment the dataset as long as you declare the extra sources.
I00882,U0140,H008,profile_update,2024-10-30T11:23:58,
I00883,U0141,H015,comment,2025-08-04T16:16:07,Third hackathon here and the organisation keeps getting better.
I00884,U0141,,answered_question,2025-09-29T09:00:14,"You can be on two teams but you can only win once, which they enforce."
I00885,U0142,H016,workshop_attended,2025-08-14T15:15:53,
I00886,U0142,H016,answered_question,2025-08-30T14:46:41,"Free tier handles that node count fine, but create your indexes before bulk loading."
I00887,U0142,H016,comment,2025-08-17T17:38:56,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00888,U0142,H016,comment,2025-09-02T11:02:24,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00889,U0142,H016,workshop_attended,2025-08-24T08:40:21,
I00890,U0143,H009,discord_message,2024-12-18T09:42:54,anyone awake? stuck on a merge conflict in the schema file
I00891,U0143,H009,answered_question,2024-11-28T08:10:04,You get three minutes plus two for questions. They are strict about it.
I00892,U0143,,workshop_attended,2026-02-02T18:41:33,
I00893,U0143,H009,comment,2024-12-08T23:13:52,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00894,U0143,H022,question,2026-05-17T18:52:31,Do judges want to see the code or just the running product?
I00895,U0143,H009,answered_question,2024-11-21T10:34:40,The writeup template is linked in the pinned message on the announcements channel.
I00896,U0143,H022,answered_question,2026-05-29T22:39:13,"If your deployment dies they will let you show a recording, but tell them beforehand."
I00897,U0143,H013,discord_message,2025-05-19T22:16:54,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00898,U0143,H022,discord_message,2026-05-08T09:40:49,"we are cutting the matchmaking feature, no time"
I00899,U0143,H013,workshop_attended,2025-05-01T18:24:37,
I00900,U0144,H007,comment,2024-09-04T09:36:33,"Judging felt fair this time, the rubric being published in advance helped a lot."
I00901,U0144,,workshop_attended,2026-07-26T15:09:50,
I00902,U0144,H018,profile_update,2025-11-27T20:59:55,
I00903,U0144,H018,workshop_attended,2025-11-06T19:49:51,
I00904,U0144,H007,discord_message,2024-09-18T10:04:29,"pushing the fix now, pull before you touch the retrieval service"
I00905,U0145,H024,comment,2026-08-19T16:07:12,Third hackathon here and the organisation keeps getting better.
I00906,U0145,H024,comment,2026-08-14T10:58:08,"Great talk on vector databases, the part about hybrid retrieval was the useful bit."
I00907,U0145,,profile_update,2025-09-02T20:43:41,
I00908,U0145,H014,comment,2025-06-07T12:02:31,"Our team is two people short, DM me if you want to join a GenAI track build."
I00909,U0146,H008,comment,2024-11-03T08:43:08,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I00910,U0146,,discord_message,2024-06-28T23:44:05,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00911,U0146,H008,question,2024-10-18T14:52:01,What happens if our deployment goes down during judging?
I00912,U0146,H015,comment,2025-07-24T10:58:31,Does the sponsor prize require using their hosted version or is self-hosted fine?
I00913,U0146,H008,comment,2024-10-16T23:39:27,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00914,U0146,,workshop_attended,2024-04-14T08:30:13,
I00915,U0146,H015,question,2025-07-24T21:34:05,Is the dataset they provided allowed to be augmented with external data?
I00916,U0146,,profile_update,2024-10-10T20:29:49,
I00917,U0146,H018,comment,2025-11-04T19:10:42,Third hackathon here and the organisation keeps getting better.
I00918,U0146,H008,comment,2024-11-04T23:16:13,"Our demo broke live and we still placed, so do not panic if yours does."
I00919,U0146,H002,answered_question,2024-02-25T18:01:48,The writeup template is linked in the pinned message on the announcements channel.
I00920,U0146,,answered_question,2026-04-05T14:37:40,Rate limit is 60 requests per minute per key. Batch your calls.
I00921,U0146,H018,discord_message,2025-11-20T10:19:10,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00922,U0147,H018,comment,2025-11-23T19:30:26,"The graph database workshop was much better than I expected, worth the hour."
I00923,U0147,H018,discord_message,2025-11-07T14:57:29,can someone take screenshots for the submission while i fix the deploy
I00924,U0147,H018,discord_message,2025-11-24T15:04:04,"we are cutting the matchmaking feature, no time"
I00925,U0147,H018,discord_message,2025-11-13T15:18:39,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I00926,U0148,H008,comment,2024-10-17T17:13:52,Third hackathon here and the organisation keeps getting better.
I00927,U0148,H008,workshop_attended,2024-10-18T14:22:53,
I00928,U0148,H014,discord_message,2025-06-05T21:10:35,can someone take screenshots for the submission while i fix the deploy
I00929,U0148,,discord_message,2024-08-29T16:21:11,"going to sleep for 90 minutes, ping me if the build breaks"
I00930,U0148,H008,comment,2024-11-04T16:07:27,The mentor feedback on scoping was the single most useful thing this weekend.
I00931,U0148,H016,answered_question,2025-08-18T23:56:47,"You can be on two teams but you can only win once, which they enforce."
I00932,U0148,H011,question,2025-02-14T21:50:08,"How long do we get for the demo, including questions?"
I00933,U0148,H023,discord_message,2026-07-03T14:03:50,"rehearsed twice, we are at 3:10 so we need to cut about twenty seconds"
I00934,U0148,H020,comment,2026-02-09T11:12:52,Third hackathon here and the organisation keeps getting better.
I00935,U0148,H023,comment,2026-06-17T13:11:18,Coffee has run out on floor 2 for anyone planning their next hour around it.
I00936,U0148,H010,discord_message,2024-12-30T13:15:36,"last commit before freeze, do not push anything after this"
I00937,U0148,,answered_question,2026-05-16T17:26:02,The writeup template is linked in the pinned message on the announcements channel.
I00938,U0148,H008,comment,2024-10-25T22:43:44,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00939,U0148,H010,question,2025-01-12T16:54:50,"How long do we get for the demo, including questions?"
I00940,U0148,H011,question,2025-02-22T23:24:22,What happens if our deployment goes down during judging?
I00941,U0148,H008,comment,2024-11-05T11:38:35,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00942,U0148,H014,workshop_attended,2025-06-17T16:04:59,
I00943,U0148,H012,discord_message,2025-04-06T11:57:26,"demo script is in the shared doc, please read it before we rehearse"
I00944,U0148,,profile_update,2024-09-25T23:04:16,
I00945,U0148,H016,question,2025-08-23T17:17:19,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00946,U0148,H008,question,2024-10-23T08:39:24,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00947,U0148,H012,workshop_attended,2025-04-05T08:35:22,
I00948,U0148,H012,answered_question,2025-04-02T14:15:49,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I00949,U0148,H012,discord_message,2025-03-25T22:04:58,anyone awake? stuck on a merge conflict in the schema file
I00950,U0148,H012,comment,2025-03-30T11:40:24,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I00951,U0148,H016,comment,2025-08-23T15:36:10,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00952,U0148,H011,answered_question,2025-02-24T15:58:37,Rate limit is 60 requests per minute per key. Batch your calls.
I00953,U0148,H008,answered_question,2024-10-31T15:44:28,You get three minutes plus two for questions. They are strict about it.
I00954,U0148,,comment,2025-07-11T14:36:58,"Judging felt fair this time, the rubric being published in advance helped a lot."
I00955,U0148,H007,discord_message,2024-08-31T19:49:25,anyone awake? stuck on a merge conflict in the schema file
I00956,U0149,,question,2026-02-13T09:38:09,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00957,U0149,,discord_message,2026-05-04T10:02:44,"moving our table to near the power outlets, we are at 22 now"
I00958,U0150,H010,discord_message,2025-01-19T15:41:44,"found the bug, it was a timezone thing in the date parsing"
I00959,U0150,H010,answered_question,2025-01-10T11:27:15,"Judges look at the running product first, code only if they have doubts."
I00960,U0150,,comment,2026-02-10T09:24:15,"If anyone is stuck on CORS with the workshop template, the fix is in the pinned message."
I00961,U0150,H010,question,2025-01-24T10:53:27,Can we use a pre-existing repo as a starting point or does everything have to be written here?
I00962,U0150,H006,comment,2024-08-07T09:14:29,The mentor feedback on scoping was the single most useful thing this weekend.
I00963,U0150,H015,discord_message,2025-08-03T23:53:45,"pushing the fix now, pull before you touch the retrieval service"
I00964,U0150,H010,profile_update,2025-01-05T12:43:43,
I00965,U0150,H010,discord_message,2025-01-14T12:27:13,"going to sleep for 90 minutes, ping me if the build breaks"
I00966,U0150,,workshop_attended,2026-02-18T17:04:56,
I00967,U0150,H023,question,2026-06-29T19:20:16,Are we expected to present on the main stage or at our table?
I00968,U0150,H017,discord_message,2025-09-22T12:36:42,"last commit before freeze, do not push anything after this"
I00969,U0150,H010,profile_update,2024-12-29T10:04:26,
I00970,U0150,H015,comment,2025-07-22T18:10:56,"Reminder that the submission deadline is 6pm not 8pm, it changed on the Discord."
I00971,U0151,,discord_message,2025-04-02T20:42:40,"pushing the fix now, pull before you touch the retrieval service"
I00972,U0151,H009,question,2024-12-14T17:14:44,Is the dataset they provided allowed to be augmented with external data?
I00973,U0151,H009,comment,2024-11-30T12:01:45,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I00974,U0151,H009,answered_question,2024-12-16T21:53:34,"Use a hotspot for the demo, the venue wifi drops under load every year."
I00975,U0152,,comment,2026-06-08T16:17:44,The mentor feedback on scoping was the single most useful thing this weekend.
I00976,U0152,H018,question,2025-11-04T22:58:14,What is the best way to handle auth for a demo that has to work offline?
I00977,U0152,H018,comment,2025-11-18T21:12:58,"The graph database workshop was much better than I expected, worth the hour."
I00978,U0152,H018,answered_question,2025-11-25T18:00:45,The writeup template is linked in the pinned message on the announcements channel.
I00979,U0153,,discord_message,2025-10-09T19:44:14,"found the bug, it was a timezone thing in the date parsing"
I00980,U0153,,answered_question,2025-09-19T09:46:56,"Judges look at the running product first, code only if they have doubts."
I00981,U0153,H008,comment,2024-10-11T21:32:20,Does the sponsor prize require using their hosted version or is self-hosted fine?
I00982,U0153,H023,discord_message,2026-06-19T10:25:44,"we are cutting the matchmaking feature, no time"
I00983,U0153,H023,workshop_attended,2026-06-27T18:07:48,
I00984,U0153,H018,question,2025-12-01T22:03:49,Are teams allowed to be four people or is three the cap this time?
I00985,U0153,H023,question,2026-07-05T08:37:13,What is the best way to handle auth for a demo that has to work offline?
I00986,U0153,H008,answered_question,2024-10-30T18:55:25,You can augment the dataset as long as you declare the extra sources.
I00987,U0153,H008,discord_message,2024-10-20T13:42:51,"the api key rotated, new one is in the env file on the shared drive"
I00988,U0153,,comment,2026-01-11T14:10:17,Third hackathon here and the organisation keeps getting better.
I00989,U0153,H008,question,2024-10-21T16:58:07,Are we expected to present on the main stage or at our table?
I00990,U0154,H006,workshop_attended,2024-08-20T14:01:50,
I00991,U0154,,profile_update,2025-08-04T22:49:37,
I00992,U0154,,answered_question,2025-11-08T21:39:01,"You can be on two teams but you can only win once, which they enforce."
I00993,U0154,H006,discord_message,2024-07-26T13:04:44,"going to sleep for 90 minutes, ping me if the build breaks"
I00994,U0155,H012,profile_update,2025-04-01T11:11:01,
I00995,U0155,,workshop_attended,2025-11-13T20:28:40,
I00996,U0155,H012,question,2025-03-26T11:24:35,"How long do we get for the demo, including questions?"
I00997,U0155,H012,comment,2025-04-08T21:58:21,"The graph database workshop was much better than I expected, worth the hour."
I00998,U0155,H012,question,2025-03-19T16:00:20,Is there a template for the submission writeup anywhere?
I00999,U0155,H012,answered_question,2025-03-27T16:14:54,"You can be on two teams but you can only win once, which they enforce."
I01000,U0156,H020,question,2026-02-11T14:38:03,Do judges want to see the code or just the running product?
I01001,U0156,H020,discord_message,2026-02-24T21:44:09,"i am taking the ingestion path, you take the UI, lets not touch the same files"
I01002,U0156,H020,question,2026-02-24T16:14:27,What happens if our deployment goes down during judging?
I01003,U0157,H001,discord_message,2024-01-21T19:19:05,"pushing the fix now, pull before you touch the retrieval service"
I01004,U0157,H008,comment,2024-10-14T10:57:26,The mentor feedback on scoping was the single most useful thing this weekend.
I01005,U0157,,comment,2025-08-07T12:32:55,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01006,U0157,H023,workshop_attended,2026-06-28T11:51:03,
I01007,U0157,H023,answered_question,2026-07-05T23:45:24,"For offline auth just stub it and say so, nobody marks you down for that."
I01008,U0157,,question,2024-06-13T13:20:01,"Is there a rate limit on the embeddings endpoint, and if so what is it?"
I01009,U0157,H008,discord_message,2024-10-30T18:26:38,"last commit before freeze, do not push anything after this"
I01010,U0157,H001,question,2024-01-21T20:36:14,Are teams allowed to be four people or is three the cap this time?
I01011,U0157,H008,comment,2024-10-25T11:45:17,Really liked that the results were announced with the score breakdown.
I01012,U0157,,comment,2024-02-19T23:41:58,"Shout-out to whoever left the HDMI adapter at table 14, you saved our demo."
I01013,U0157,H023,comment,2026-06-30T20:37:52,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01014,U0157,H001,comment,2023-12-31T11:31:26,"The graph database workshop was much better than I expected, worth the hour."
I01015,U0159,H001,comment,2024-01-06T16:02:10,"The graph database workshop was much better than I expected, worth the hour."
I01016,U0159,H002,question,2024-02-24T23:14:55,Can one person be on two teams for different tracks?
I01017,U0159,,answered_question,2023-12-12T11:18:13,"Yes, self-hosted counts for the prize track, it was confirmed on the Discord at 11am."
I01018,U0159,H002,workshop_attended,2024-02-28T09:00:55,
I01019,U0159,H013,answered_question,2025-05-04T13:16:15,Fine-tuning is allowed. Two teams did it last year.
I01020,U0159,,comment,2024-03-11T11:39:18,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01021,U0159,,answered_question,2024-12-16T14:54:08,You can augment the dataset as long as you declare the extra sources.
I01022,U0159,H007,discord_message,2024-09-27T23:48:31,"the api key rotated, new one is in the env file on the shared drive"
I01023,U0159,H024,discord_message,2026-08-22T18:23:31,"going to sleep for 90 minutes, ping me if the build breaks"
I01024,U0159,,workshop_attended,2025-09-17T19:43:36,
I01025,U0159,H002,answered_question,2024-03-03T20:44:42,"You can be on two teams but you can only win once, which they enforce."
I01026,U0159,,question,2024-05-26T12:12:06,Is there a template for the submission writeup anywhere?
I01027,U0159,H016,question,2025-08-23T18:47:23,Is there a template for the submission writeup anywhere?
I01028,U0159,H019,comment,2026-01-03T19:17:42,Really liked that the results were announced with the score breakdown.
I01029,U0159,H013,discord_message,2025-05-18T13:42:27,"moving our table to near the power outlets, we are at 22 now"
I01030,U0159,H001,answered_question,2024-01-06T17:10:14,"You can be on two teams but you can only win once, which they enforce."
I01031,U0159,H016,answered_question,2025-09-07T13:21:41,You get three minutes plus two for questions. They are strict about it.
I01032,U0159,H012,comment,2025-04-08T10:26:32,"The graph database workshop was much better than I expected, worth the hour."
I01033,U0160,H016,answered_question,2025-08-23T20:43:31,You get three minutes plus two for questions. They are strict about it.
I01034,U0160,H010,comment,2025-01-14T11:26:44,"Judging felt fair this time, the rubric being published in advance helped a lot."
I01035,U0160,,discord_message,2025-09-07T22:54:26,can someone take screenshots for the submission while i fix the deploy
I01036,U0160,,discord_message,2025-07-25T16:10:32,"moving our table to near the power outlets, we are at 22 now"
I01037,U0161,H020,discord_message,2026-02-14T13:02:45,"demo script is in the shared doc, please read it before we rehearse"
I01038,U0161,,discord_message,2026-08-20T13:49:23,"the api key rotated, new one is in the env file on the shared drive"
I01039,U0161,,comment,2026-03-15T23:49:00,Coffee has run out on floor 2 for anyone planning their next hour around it.
I01040,U0161,,discord_message,2026-05-26T12:24:56,"moving our table to near the power outlets, we are at 22 now"
I01041,U0162,,workshop_attended,2026-07-30T13:26:05,
I01042,U0162,H018,question,2025-11-29T20:57:02,Is the dataset they provided allowed to be augmented with external data?
I01043,U0162,H018,discord_message,2025-11-29T21:21:50,"moving our table to near the power outlets, we are at 22 now"
I01044,U0162,,workshop_attended,2026-07-26T08:10:58,
I01045,U0163,,question,2026-07-23T09:30:33,Do judges want to see the code or just the running product?
I01046,U0163,,profile_update,2026-03-04T21:01:50,
I01047,U0163,,comment,2026-01-28T09:34:58,"We pivoted at 3am and it was the right call, the first idea had no demo path."
I01048,U0164,H008,workshop_attended,2024-10-26T15:35:47,
I01049,U0164,H008,comment,2024-10-31T23:49:17,Anyone else getting a 429 from the sponsor API? Third time in ten minutes.
I01050,U0164,,comment,2024-08-01T12:10:32,"The graph database workshop was much better than I expected, worth the hour."
I01051,U0164,H002,comment,2024-03-02T14:18:12,Does the sponsor prize require using their hosted version or is self-hosted fine?
I01052,U0164,H002,comment,2024-02-27T08:45:26,"Our demo broke live and we still placed, so do not panic if yours does."
