project_id,team_id,hackathon_id,title,description,tech_stack,repo_url,demo_url,submitted_at
P0072,T0103,H007,CarbonLedger,"The problem we scoped was small manufacturers asked for emissions data they do not collect. The architecture is invoice-derived scope-two estimation with an auditable calculation trail. Runs on Express, PostgreSQL, DuckDB, deployed during the event. The biggest limitation is that it only handles the single-user case.",Express|PostgreSQL|DuckDB,https://github.com/sara83/carbon-ledger,https://carbon-ledger-demo.vercel.app,2024-09-15T10:25:35
P0073,T0104,H007,WasteWise,"We spent the first two hours talking to people about municipal trucks running fixed routes past empty bins. Our implementation is fill-level sensing with route optimisation against collection cost, plus a thin review interface. The implementation uses SQL, Node.js, Express, MongoDB. We tested it on 22 real samples and it held up on all but two.",SQL|Node.js|Express|MongoDB,https://github.com/arjunpillai/waste-wise,https://waste-wise-demo.vercel.app,2024-09-15T14:42:54
P0074,T0105,H007,WaterWatch,"The interesting part of borewell depletion noticed only when the pump runs dry is that the data usually already exists somewhere. The mechanism is crowd-sourced water-level readings plotted against seasonal baselines. Implemented in Express, TypeScript, dbt, NumPy.",Express|TypeScript|dbt|NumPy|SQL|Airflow,https://github.com/lavanya_pandey/water-watch,,2024-09-15T23:32:40
P0075,T0106,H007,WasteWise,"Most existing tools in this space ignore municipal trucks running fixed routes past empty bins entirely. We settled on fill-level sensing with route optimisation against collection cost after discarding two heavier designs. The implementation uses MQTT, Arduino, Embedded C, Raspberry Pi. We benchmarked against a naive baseline and beat it on most of our test cases.",MQTT|Arduino|Embedded C|Raspberry Pi|LoRaWAN,https://github.com/dishag/waste-wise,https://waste-wise-demo.vercel.app,2024-09-15T18:02:42
P0076,T0107,H007,CropCast,"We framed the challenge narrowly: smallholder farmers planting against the wrong forecast, for one specific user, end to end. Our approach was downscaled weather prediction delivered as a voice call in the local language, kept deliberately simple. Tooling: Next.js, TypeScript, NumPy, SQL.",Next.js|TypeScript|NumPy|SQL,https://github.com/shaurya-kulkarni/crop-cast,https://crop-cast-demo.vercel.app,2024-09-15T13:26:13
P0077,T0108,H007,WaterWatch,"Everyone on the team had personally hit borewell depletion noticed only when the pump runs dry, which made scoping fast. Our approach was crowd-sourced water-level readings plotted against seasonal baselines, kept deliberately simple. The services are written in Express, MQTT, Airflow. The UI is rough but every button does something real.",Express|MQTT|Airflow,https://github.com/kjain/water-watch,https://water-watch-demo.vercel.app,2024-09-15T20:25:30
P0078,T0109,H008,PotholePatrol,"Our starting point was road defects reported only after they cause an accident, deliberately narrow. Our solution is accelerometer data from commuter phones mapped into a repair priority list. Implemented in dbt, MQTT, NumPy, ESP32. The fallback path matters more than the happy path here, so we built that first.",dbt|MQTT|NumPy|ESP32|Embedded C|Raspberry Pi,https://github.com/mahipatel/pothole-patrol,,2024-10-26T22:39:51
P0079,T0110,H008,SignalSense,"This project exists because of fixed-timing traffic lights during unpredictable congestion. We settled on queue-length estimation driving adaptive signal timing after discarding two heavier designs. Runs on MQTT, Django, Embedded C, deployed during the event. The dataset is small, so treat the accuracy number with suspicion.",MQTT|Django|Embedded C,https://github.com/samarthmenon/signal-sense,https://signal-sense-demo.vercel.app,2024-10-26T13:25:03
P0080,T0111,H008,SignalSense,"The premise was that fixed-timing traffic lights during unpredictable congestion is a workflow problem, not a technology one. Our implementation is queue-length estimation driving adaptive signal timing, plus a thin review interface. Built end to end with Embedded C, Raspberry Pi, GraphQL, LoRaWAN. We deliberately kept a human in the loop before anything is written back.",Embedded C|Raspberry Pi|GraphQL|LoRaWAN|Flask,https://github.com/advaitpateldev/signal-sense,https://signal-sense-demo.vercel.app,2024-10-26T10:25:43
P0081,T0113,H008,PotholePatrol,"Rather than a general platform, we targeted road defects reported only after they cause an accident directly. We ended up with accelerometer data from commuter phones mapped into a repair priority list after the first design proved too slow. Written using Raspberry Pi, ESP32, Arduino, LoRaWAN. It is not production-ready: the error handling is thin and we skipped auth entirely.",Raspberry Pi|ESP32|Arduino|LoRaWAN|Embedded C,https://github.com/gauravmalhotradev/pothole-patrol,https://pothole-patrol-demo.vercel.app,2024-10-26T08:26:12
P0082,T0114,H008,FloodFore,"The interesting part of urban flooding with no warning at street level is that the data usually already exists somewhere. We built ultrasonic drain-level sensors feeding a ward-level alert. We used Redis, Java Spring, Go, LoRaWAN. Given more time the obvious next step is a proper evaluation set.",Redis|Java Spring|Go|LoRaWAN,https://github.com/nishapillai/flood-fore,,2024-10-26T16:16:55
P0083,T0115,H008,PotholePatrol,"Our entry addresses road defects reported only after they cause an accident. The final build is accelerometer data from commuter phones mapped into a repair priority list, running end to end. Assembled from ESP32, Embedded C, Java Spring, MQTT. It is not production-ready: the error handling is thin and we skipped auth entirely.",ESP32|Embedded C|Java Spring|MQTT|Arduino,https://github.com/devshreya/pothole-patrol,https://pothole-patrol-demo.vercel.app,2024-10-26T09:34:49
P0084,T0117,H008,ParkPulse,"We kept the scope to drivers circling for fifteen minutes to find a space rather than trying to build a platform. Functionally it is camera-based occupancy detection with a live availability feed. We leaned on NumPy, gRPC, GraphQL, MQTT to keep the build time down. Two features in the pitch deck are not implemented and we said so on stage.",NumPy|gRPC|GraphQL|MQTT|Embedded C,https://github.com/sahanajain/park-pulse,https://park-pulse-demo.vercel.app,2024-10-26T19:06:22
P0085,T0118,H008,FloodFore,"urban flooding with no warning at street level turns out to be mostly an integration problem. We built ultrasonic drain-level sensors feeding a ward-level alert. Implemented in Raspberry Pi, MQTT, Arduino, Embedded C. We open-sourced it during the event; it has 33 stars so far.",Raspberry Pi|MQTT|Arduino|Embedded C|ESP32,https://github.com/devtandondev/flood-fore,https://flood-fore-demo.vercel.app,2024-10-26T12:24:02
P0086,T0119,H008,NoiseMap,"This project exists because of noise complaints with no evidence behind them. We implemented a distributed decibel sensor network producing time-of-day maps and tested it against real inputs. Built with Redis, ESP32, DuckDB. What surprised us was how much of the difficulty was in cleaning the input.",Redis|ESP32|DuckDB,https://github.com/vedants/noise-map,,2024-10-26T17:16:54
P0087,T0120,H008,StreetLightIQ,"The judging brief pushed us toward streetlights burning at full power on empty roads, which none of us had built for before. The mechanism is motion-adaptive dimming with fault reporting per pole. We leaned on ESP32, LoRaWAN, Tableau, FastAPI to keep the build time down. The model is off-the-shelf; the interesting work is in the retrieval layer.",ESP32|LoRaWAN|Tableau|FastAPI,https://github.com/aditikhannadev/street-light-iq,https://street-light-iq-demo.vercel.app,2024-10-26T18:08:09
P0088,T0121,H008,FloodFore,"This addresses urban flooding with no warning at street level, which is worse than it sounds at scale. Our implementation is ultrasonic drain-level sensors feeding a ward-level alert, plus a thin review interface. Tooling: dbt, NumPy, Embedded C, MQTT. The biggest limitation is that it only handles the single-user case.",dbt|NumPy|Embedded C|MQTT|Airflow|Raspberry Pi,https://github.com/naina48/flood-fore,,2024-10-26T11:56:44
P0089,T0122,H009,FanFund,"The interesting part of independent musicians with no route to patronage is that the data usually already exists somewhere. The mechanism is tokenised revenue sharing with automatic royalty splits. Written using Go, FastAPI, gRPC, Hardhat. One teammate dropped out on day two, so the scope is smaller than planned.",Go|FastAPI|gRPC|Hardhat,https://github.com/shiv26/fan-fund,https://fan-fund-demo.vercel.app,2024-12-04T21:01:07
P0090,T0125,H009,SupplyStamp,"The team picked this up after running into counterfeit pharmaceuticals in the distribution chain first-hand. The build is per-batch provenance anchored on-chain with a consumer scan check, with caching so the demo does not depend on the network. Built with Tailwind CSS, IPFS, Docker, gRPC. The UI is rough but every button does something real.",Tailwind CSS|IPFS|Docker|gRPC|Foundry|Hardhat,https://github.com/bhavyas/supply-stamp,https://supply-stamp-demo.vercel.app,2024-12-04T18:06:36
P0091,T0126,H009,CarbonCred,"The team picked this up after running into carbon credits sold twice to different buyers first-hand. The mechanism is retirement registry preventing double counting across marketplaces. We leaned on MongoDB, Next.js, tRPC to keep the build time down.",MongoDB|Next.js|tRPC,https://github.com/lavanyatandondev/carbon-cred,https://carbon-cred-demo.vercel.app,2024-12-04T11:27:12
P0092,T0128,H009,CarbonCred,"We framed the challenge narrowly: carbon credits sold twice to different buyers, for one specific user, end to end. We implemented retirement registry preventing double counting across marketplaces and tested it against real inputs. Written using GraphQL, Go, Docker, FastAPI. The UI is rough but every button does something real.",GraphQL|Go|Docker|FastAPI|IPFS,https://github.com/harsh36/carbon-cred,,2024-12-04T20:43:44
P0093,T0129,H009,FanFund,"independent musicians with no route to patronage is the kind of problem everyone tolerates until it costs them something. We settled on tokenised revenue sharing with automatic royalty splits after discarding two heavier designs. We used React, IPFS, Tailwind CSS, tRPC, with no paid infrastructure. We benchmarked against a naive baseline and beat it on most of our test cases.",React|IPFS|Tailwind CSS|tRPC|The Graph|FastAPI,https://github.com/vihaan-gupta/fan-fund,,2024-12-04T23:34:47
P0094,T0130,H009,VoteProof,"Two of us had worked on student union elections nobody trusts at internships and knew where it breaks. Our implementation is anonymous verifiable ballots with a public tally anyone can recompute, plus a thin review interface. The services are written in ethers.js, Hardhat, The Graph, PostgreSQL. The fallback path matters more than the happy path here, so we built that first.",ethers.js|Hardhat|The Graph|PostgreSQL|Docker|Solidity,https://github.com/siddharth89/vote-proof,https://vote-proof-demo.vercel.app,2024-12-04T10:05:21
P0095,T0131,H009,DAOdesk,"Most existing tools in this space ignore DAO treasuries managed through spreadsheets and vibes entirely. We shipped proposal tracking with on-chain execution and a spending dashboard, with the rest stubbed. We picked Solidity, Foundry, Next.js, ethers.js because the whole team already knew it.",Solidity|Foundry|Next.js|ethers.js|IPFS,https://github.com/saanvip/daodesk,https://daodesk-demo.vercel.app,2024-12-04T19:30:41
P0096,T0132,H009,FanFund,"The premise was that independent musicians with no route to patronage is a workflow problem, not a technology one. We ended up with tokenised revenue sharing with automatic royalty splits after the first design proved too slow. Technology-wise: ethers.js, Hardhat, The Graph, IPFS. Two features in the pitch deck are not implemented and we said so on stage.",ethers.js|Hardhat|The Graph|IPFS,https://github.com/pranavs/fan-fund,https://fan-fund-demo.vercel.app,2024-12-04T09:28:17
P0097,T0134,H009,DeedChain,"What kept coming up in our research was land record disputes that take a decade in court. We validated an append-only transfer registry with notarised document hashes against a small hand-labelled set before building the UI. Stack: IPFS, The Graph, Hardhat, Tailwind CSS.",IPFS|The Graph|Hardhat|Tailwind CSS,https://github.com/eesha77/deed-chain,https://deed-chain-demo.vercel.app,2024-12-04T12:37:00
P0098,T0135,H009,CarbonCred,"carbon credits sold twice to different buyers is the kind of problem everyone tolerates until it costs them something. We went with retirement registry preventing double counting across marketplaces because it degraded gracefully when inputs were missing. Built end to end with TypeScript, MongoDB, Node.js, Django. The fallback path matters more than the happy path here, so we built that first.",TypeScript|MongoDB|Node.js|Django,https://github.com/osinghal/carbon-cred,https://carbon-cred-demo.vercel.app,2024-12-04T19:12:08
P0099,T0136,H010,AlumniAtlas,"What kept coming up in our research was universities with no picture of where their graduates ended up. We prototyped entity resolution across public profiles into a navigable alumni graph in the first four hours and spent the rest hardening it. Written using Pandas, NetworkX, Vector Databases, Knowledge Graphs. The dataset is small, so treat the accuracy number with suspicion.",Pandas|NetworkX|Vector Databases|Knowledge Graphs|Neo4j,https://github.com/priya-nair-dev/alumni-atlas,https://alumni-atlas-demo.vercel.app,2025-01-10T20:27:20
P0100,T0139,H010,ShellSeeker,"We started from a simple observation: corporate ownership chains designed to be unreadable. We prototyped directorship graph traversal surfacing circular ownership in the first four hours and spent the rest hardening it. We used FastAPI, Qdrant, Vector Databases, Knowledge Graphs, with no paid infrastructure.",FastAPI|Qdrant|Vector Databases|Knowledge Graphs,https://github.com/gjoshi/shell-seeker,https://shell-seeker-demo.vercel.app,2025-01-10T19:15:31
P0101,T0140,H010,ShellSeeker,"Our starting point was corporate ownership chains designed to be unreadable, deliberately narrow. Our approach was directorship graph traversal surfacing circular ownership, kept deliberately simple. We picked Neo4j, Spark, Knowledge Graphs because the whole team already knew it.",Neo4j|Spark|Knowledge Graphs,https://github.com/advait-chadha/shell-seeker,https://shell-seeker-demo.vercel.app,2025-01-10T19:35:22
P0102,T0142,H010,RouteKnot,"logistics planners optimising legs in isolation is the kind of problem everyone tolerates until it costs them something. We implemented network-level route modelling exposing cross-route consolidation and tested it against real inputs. Built end to end with dbt, Tableau, NetworkX, GraphQL. It works offline, which matters for the users we spoke to.",dbt|Tableau|NetworkX|GraphQL|Vector Databases|FastAPI,https://github.com/aarav98/route-knot,,2025-01-10T15:37:31
P0103,T0143,H010,CiteWeb,"Two of us had worked on retracted papers still being cited years later at internships and knew where it breaks. We went with citation graph propagation flagging downstream work built on retractions because it degraded gracefully when inputs were missing. Assembled from Neo4j, Spark, NetworkX, Knowledge Graphs. The dataset is small, so treat the accuracy number with suspicion.",Neo4j|Spark|NetworkX|Knowledge Graphs|Vector Databases|Kafka,https://github.com/rohan-jain/cite-web,https://cite-web-demo.vercel.app,2025-01-10T18:30:51
P0104,T0144,H010,TalentGraph,"Most existing tools in this space ignore recruiters unable to find people by what they actually built entirely. Our implementation is a skill graph derived from project artefacts rather than self-reported tags, plus a thin review interface. Tooling: Docker, Redis, Flask, Neo4j. Latency is the weak point, roughly four seconds on the heaviest path.",Docker|Redis|Flask|Neo4j,https://github.com/shanayam/talent-graph,https://talent-graph-demo.vercel.app,2025-01-10T18:26:22
P0105,T0145,H010,RouteKnot,"Rather than a general platform, we targeted logistics planners optimising legs in isolation directly. The system works by network-level route modelling exposing cross-route consolidation. We leaned on Neo4j, Django, NetworkX to keep the build time down.",Neo4j|Django|NetworkX,https://github.com/samarthmenon/route-knot,https://route-knot-demo.vercel.app,2025-01-10T13:19:33
P0106,T0146,H010,RouteKnot,"The team picked this up after running into logistics planners optimising legs in isolation first-hand. Our design is network-level route modelling exposing cross-route consolidation, with a human confirmation step before anything is written. The implementation uses NetworkX, Knowledge Graphs, Pinecone, Vector Databases. We deliberately kept a human in the loop before anything is written back.",NetworkX|Knowledge Graphs|Pinecone|Vector Databases,https://github.com/shivsharma-ml/route-knot,,2025-01-10T15:45:19
P0107,T0147,H010,ShellSeeker,"We kept the scope to corporate ownership chains designed to be unreadable rather than trying to build a platform. Our approach was directorship graph traversal surfacing circular ownership, kept deliberately simple. The services are written in Docker, GraphQL, Pinecone, Qdrant. We benchmarked against a naive baseline and beat it on most of our test cases.",Docker|GraphQL|Pinecone|Qdrant,https://github.com/sara83/shell-seeker,https://shell-seeker-demo.vercel.app,2025-01-10T21:58:19
P0108,T0149,H010,TalentGraph,"Our starting point was recruiters unable to find people by what they actually built, deliberately narrow. The core of the build is a skill graph derived from project artefacts rather than self-reported tags. Put together with Tableau, Kafka, Qdrant, Cypher. What surprised us was how much of the difficulty was in cleaning the input.",Tableau|Kafka|Qdrant|Cypher,https://github.com/neel-rao/talent-graph,https://talent-graph-demo.vercel.app,2025-01-10T15:58:32
P0109,T0151,H010,SupplyGraph,"The team picked this up after running into manufacturers unaware of a single point of failure two tiers down first-hand. The working prototype is multi-tier supplier graph with concentration risk scoring. Assembled from dbt, Knowledge Graphs, Qdrant, FastAPI. The UI is rough but every button does something real.",dbt|Knowledge Graphs|Qdrant|FastAPI|Cypher|Pinecone,https://github.com/devmishka/supply-graph,https://supply-graph-demo.vercel.app,2025-01-10T14:09:29
P0110,T0153,H011,SIPSense,"We treated first-time investors picking funds on the basis of last year returns as a latency problem rather than an accuracy one. We validated a risk-profiling questionnaire mapped onto historical drawdown data against a small hand-labelled set before building the UI. Tooling: PostgreSQL, TypeScript, GraphQL.",PostgreSQL|TypeScript|GraphQL,https://github.com/osinghal/sipsense,,2025-02-17T16:18:16
P0111,T0154,H011,MicroHedge,"We treated importers exposed to currency swings they cannot model as a latency problem rather than an accuracy one. We prototyped a simplified hedging calculator with scenario comparison in the first four hours and spent the rest hardening it. Tooling: GraphQL, Docker, FastAPI, Node.js. What surprised us was how much of the difficulty was in cleaning the input.",GraphQL|Docker|FastAPI|Node.js|PostgreSQL|Redis,https://github.com/reyanshpateldev/micro-hedge,https://micro-hedge-demo.vercel.app,2025-02-17T22:14:37
P0112,T0155,H011,SplitFair,"Everyone on the team had personally hit flatmates arguing about shared expenses every month, which made scoping fast. The submission implements receipt OCR plus a settlement engine that minimises the number of transfers. We used Go, PostgreSQL, Redis, MongoDB.",Go|PostgreSQL|Redis|MongoDB|Node.js,https://github.com/nirvaanjoshi/split-fair,https://split-fair-demo.vercel.app,2025-02-17T13:31:43
P0113,T0156,H011,FraudFence,"What kept coming up in our research was UPI fraud that clears before anyone reviews it. Functionally it is a streaming anomaly detector scoring transactions against the sender behavioural baseline. We picked Vite, Express, Go because the whole team already knew it. The UI is rough but every button does something real.",Vite|Express|Go,https://github.com/siddharth_shetty/fraud-fence,https://fraud-fence-demo.vercel.app,2025-02-17T13:46:27
P0114,T0157,H011,SplitFair,"The judging brief pushed us toward flatmates arguing about shared expenses every month, which none of us had built for before. The system works by receipt OCR plus a settlement engine that minimises the number of transfers. Put together with dbt, SQL, DuckDB, Spark. One teammate dropped out on day two, so the scope is smaller than planned.",dbt|SQL|DuckDB|Spark|Django,https://github.com/oviya_patel/split-fair,https://split-fair-demo.vercel.app,2025-02-17T11:37:43
P0115,T0159,H011,FraudFence,"This project exists because of UPI fraud that clears before anyone reviews it. We shipped a streaming anomaly detector scoring transactions against the sender behavioural baseline, with the rest stubbed. Written using Airflow, Redis, dbt, Flask. The fallback path matters more than the happy path here, so we built that first.",Airflow|Redis|dbt|Flask,https://github.com/sanjanak/fraud-fence,https://fraud-fence-demo.vercel.app,2025-02-17T14:24:36
P0116,T0161,H011,MicroHedge,"The team picked this up after running into importers exposed to currency swings they cannot model first-hand. At its core it is a simplified hedging calculator with scenario comparison. Assembled from Vite, gRPC, Spark. The dataset is small, so treat the accuracy number with suspicion.",Vite|gRPC|Spark,https://github.com/akashs/micro-hedge,,2025-02-17T16:47:02
P0117,T0163,H011,InvoiceLoop,"The judging brief pushed us toward small vendors chasing payment by phone for weeks, which none of us had built for before. Our design is invoice tracking with escalating automated reminders and a payment status API, with a human confirmation step before anything is written. Built with Vite, Next.js, TypeScript, GraphQL. The fallback path matters more than the happy path here, so we built that first.",Vite|Next.js|TypeScript|GraphQL|SQL,https://github.com/nnanda/invoice-loop,https://invoice-loop-demo.vercel.app,2025-02-17T10:28:13
P0118,T0165,H012,SkillPath,"This project exists because of students with no idea which course actually leads anywhere. The system works by mapping job postings back to prerequisite skills and available courses. The stack is Kotlin, Swift, Firebase, Jetpack Compose, chosen for how fast we could iterate on it. It is not production-ready: the error handling is thin and we skipped auth entirely.",Kotlin|Swift|Firebase|Jetpack Compose|React|MongoDB,https://github.com/devsarthak/skill-path,,2025-03-27T08:48:29
P0119,T0166,H012,SkillPath,"The team converged quickly on students with no idea which course actually leads anywhere as the thing worth building. Our implementation is mapping job postings back to prerequisite skills and available courses, plus a thin review interface. Technology-wise: TypeScript, PostgreSQL, Swift, Kotlin. We spent longer on the ingestion path than on the model, which was the right call.",TypeScript|PostgreSQL|Swift|Kotlin|Tailwind CSS,https://github.com/ubhardwaj/skill-path,https://skill-path-demo.vercel.app,2025-03-27T12:20:02
P0120,T0167,H012,AttendAR,"Our entry addresses twenty minutes of every lecture lost to a roll call. We ended up with face-based attendance with an explicit opt-out and on-device processing after the first design proved too slow. We used Firebase, Flutter, React, Vite, with no paid infrastructure. The biggest limitation is that it only handles the single-user case.",Firebase|Flutter|React|Vite,https://github.com/gauribasu/attend-ar,https://attend-ar-demo.vercel.app,2025-03-27T10:13:30
P0121,T0168,H012,SkillPath,"This addresses students with no idea which course actually leads anywhere, which is worse than it sounds at scale. Concretely: mapping job postings back to prerequisite skills and available courses. Put together with Vite, PostgreSQL, TypeScript, React. The dataset is small, so treat the accuracy number with suspicion.",Vite|PostgreSQL|TypeScript|React|Transformers,https://github.com/devmishka/skill-path,https://skill-path-demo.vercel.app,2025-03-27T14:46:34
P0122,T0169,H012,DoubtDesk,"Two of us had worked on students stuck at midnight with nobody to ask at internships and knew where it breaks. Our solution is a peer-routing queue that matches a question to whoever recently solved it. We leaned on Next.js, React, TypeScript, Swift to keep the build time down.",Next.js|React|TypeScript|Swift|MongoDB|OpenAI API,https://github.com/pranavs/doubt-desk,,2025-03-27T08:29:49
P0123,T0171,H012,GradeGrain,"teachers spending weekends marking short-answer questions is the kind of problem everyone tolerates until it costs them something. Concretely: rubric-guided grading assistance with mandatory teacher confirmation. The stack is Swift, MongoDB, tRPC, chosen for how fast we could iterate on it. What surprised us was how much of the difficulty was in cleaning the input.",Swift|MongoDB|tRPC,https://github.com/myra-reddy/grade-grain,https://grade-grain-demo.vercel.app,2025-03-27T08:58:24
P0124,T0174,H012,SkillPath,"We framed the challenge narrowly: students with no idea which course actually leads anywhere, for one specific user, end to end. The system works by mapping job postings back to prerequisite skills and available courses. Assembled from React, Node.js, Tailwind CSS, OpenAI API. It works offline, which matters for the users we spoke to.",React|Node.js|Tailwind CSS|OpenAI API|PostgreSQL|Kotlin,https://github.com/devgaurav/skill-path,,2025-03-27T20:37:10
P0125,T0175,H012,SyllabusSync,"The problem we scoped was students discovering a deadline the night before. We ended up with syllabus parsing into a shared calendar with workload forecasting after the first design proved too slow. The implementation uses Next.js, Flutter, Node.js. Latency is the weak point, roughly four seconds on the heaviest path.",Next.js|Flutter|Node.js,https://github.com/devraghav/syllabus-sync,https://syllabus-sync-demo.vercel.app,2025-03-27T17:24:27
P0126,T0177,H012,ReadRight,"The problem we scoped was undiagnosed dyslexia in primary classrooms. The architecture is a reading-fluency screener producing a referral recommendation, not a diagnosis. Stack: MongoDB, Jetpack Compose, PyTorch, Tailwind CSS. We open-sourced it during the event; it has 28 stars so far.",MongoDB|Jetpack Compose|PyTorch|Tailwind CSS,https://github.com/anirudh-varma/read-right,https://read-right-demo.vercel.app,2025-03-27T16:56:12
P0127,T0178,H013,GrantMatch,"Rather than a general platform, we targeted small nonprofits missing funding calls they were eligible for directly. We ended up with semantic matching between an organisation profile and open grant listings after the first design proved too slow. Built end to end with GraphQL, Next.js, Vite, Knowledge Graphs. The biggest limitation is that it only handles the single-user case.",GraphQL|Next.js|Vite|Knowledge Graphs|PyTorch|Go,https://github.com/chirag-sinha/grant-match,,2025-05-09T23:27:48
P0128,T0180,H013,PaperTrail,"Everyone on the team had personally hit researchers drowning in preprints outside their niche, which made scoping fast. The mechanism is a multi-agent reader that summarises new arXiv papers and traces how they cite each other. We picked Node.js, MongoDB, Vite, Cypher because the whole team already knew it. Two features in the pitch deck are not implemented and we said so on stage.",Node.js|MongoDB|Vite|Cypher|OpenCV|scikit-learn,https://github.com/sanjana_pandey/paper-trail,,2025-05-09T11:13:52
P0129,T0182,H013,LegalRAG,"The premise was that tenants signing rental agreements they have not read is a workflow problem, not a technology one. The architecture is a retrieval-augmented assistant that answers questions about an uploaded contract and flags unusual clauses. The implementation uses LLM Fine-tuning, OpenCV, LangChain, TensorFlow.",LLM Fine-tuning|OpenCV|LangChain|TensorFlow|Python,https://github.com/manan-tandon/legal-rag,https://legal-rag-demo.vercel.app,2025-05-09T12:34:23
P0130,T0183,H013,Interviewer,"The problem we scoped was students with no way to practise technical interviews out loud. We prototyped a voice agent that asks follow-ups and scores answers against a rubric in the first four hours and spent the rest hardening it. Built with Node.js, RAG, TensorFlow, Vector Databases. Two features in the pitch deck are not implemented and we said so on stage.",Node.js|RAG|TensorFlow|Vector Databases|OpenAI API,https://github.com/hemantkapoor/interviewer,https://interviewer-demo.vercel.app,2025-05-09T17:03:34
P0131,T0185,H013,LegalRAG,"The team picked this up after running into tenants signing rental agreements they have not read first-hand. The demo path is a retrieval-augmented assistant that answers questions about an uploaded contract and flags unusual clauses. Assembled from Python, OpenCV, FastAPI, Go. The dataset is small, so treat the accuracy number with suspicion.",Python|OpenCV|FastAPI|Go|Pinecone|LLM Fine-tuning,https://github.com/nishapillai/legal-rag,https://legal-rag-demo.vercel.app,2025-05-09T18:47:05
P0132,T0186,H013,SchemaSage,"Behind analysts unable to write SQL against a warehouse nobody documented is a data-access problem nobody owns. We went with schema-constrained text-to-SQL with a read-only execution guard because it degraded gracefully when inputs were missing. We used scikit-learn, OpenCV, Vector Databases, Python, with no paid infrastructure. We tested it on 6 real samples and it held up on all but two.",scikit-learn|OpenCV|Vector Databases|Python,https://github.com/dkumar/schema-sage,https://schema-sage-demo.vercel.app,2025-05-09T18:19:53
P0133,T0187,H013,PaperTrail,"The interesting part of researchers drowning in preprints outside their niche is that the data usually already exists somewhere. We ended up with a multi-agent reader that summarises new arXiv papers and traces how they cite each other after the first design proved too slow. Implemented in TypeScript, Kafka, TensorFlow, Transformers. One teammate dropped out on day two, so the scope is smaller than planned.",TypeScript|Kafka|TensorFlow|Transformers,https://github.com/sara_bansal/paper-trail,,2025-05-09T20:38:53
P0134,T0188,H013,PaperTrail,"This addresses researchers drowning in preprints outside their niche, which is worse than it sounds at scale. The pipeline is a multi-agent reader that summarises new arXiv papers and traces how they cite each other. Built with Redis, LangChain, TensorFlow, scikit-learn. We tested it on 27 real samples and it held up on all but two.",Redis|LangChain|TensorFlow|scikit-learn,https://github.com/vihaan-gupta/paper-trail,https://paper-trail-demo.vercel.app,2025-05-09T15:26:35
P0135,T0190,H013,GrantMatch,"Our entry addresses small nonprofits missing funding calls they were eligible for. What we demoed was semantic matching between an organisation profile and open grant listings. Implemented in PostgreSQL, Pinecone, RAG, OpenCV. It works offline, which matters for the users we spoke to.",PostgreSQL|Pinecone|RAG|OpenCV|gRPC,https://github.com/rohanmishra/grant-match,,2025-05-09T18:00:43
P0136,T0191,H013,CodeCartographer,"We started from a simple observation: new joiners taking six weeks to understand an unfamiliar repository. Our implementation is static analysis feeding an agent that answers architecture questions with file citations, plus a thin review interface. Implemented in React, Qdrant, Python, PyTorch. The fallback path matters more than the happy path here, so we built that first.",React|Qdrant|Python|PyTorch|LLM Fine-tuning|RAG,https://github.com/nehabasudev/code-cartographer,,2025-05-09T18:05:26
P0137,T0194,H013,PromptForge,"We started from a simple observation: teams having no way to tell whether a prompt change made things worse. The demo path is a regression harness that scores prompt variants against a fixed evaluation set. We used PyTorch, Express, Transformers, scikit-learn, with no paid infrastructure. Latency is the weak point, roughly four seconds on the heaviest path.",PyTorch|Express|Transformers|scikit-learn|gRPC,https://github.com/isha82/prompt-forge,https://prompt-forge-demo.vercel.app,2025-05-09T14:59:35
P0138,T0195,H013,CodeCartographer,"What kept coming up in our research was new joiners taking six weeks to understand an unfamiliar repository. The build is static analysis feeding an agent that answers architecture questions with file citations, with caching so the demo does not depend on the network. Built with Transformers, TensorFlow, OpenAI API, Python. We tested it on 10 real samples and it held up on all but two.",Transformers|TensorFlow|OpenAI API|Python,https://github.com/zrao/code-cartographer,,2025-05-09T12:25:46
P0139,T0196,H013,PromptForge,"teams having no way to tell whether a prompt change made things worse turns out to be mostly an integration problem. Our solution is a regression harness that scores prompt variants against a fixed evaluation set. Stack: LangChain, Tailwind CSS, Django. We tested it on 9 real samples and it held up on all but two.",LangChain|Tailwind CSS|Django,https://github.com/neha-saxena/prompt-forge,,2025-05-09T19:53:48
P0140,T0197,H014,ReportReader,"Rather than a general platform, we targeted patients handed a lab report they cannot interpret directly. Our solution is extraction of values with plain-language explanation and out-of-range flagging. The implementation uses PyTorch, RAG, FastAPI. The dataset is small, so treat the accuracy number with suspicion.",PyTorch|RAG|FastAPI,https://github.com/ananya-iyer/report-reader,https://report-reader-demo.vercel.app,2025-06-12T15:37:34
P0141,T0198,H014,VaxTrack,"Our entry addresses parents losing the paper immunisation card. The submission implements a digital schedule with reminders and a portable verifiable record. Implemented in Flutter, Kotlin, HuggingFace, LangChain. We deliberately kept a human in the loop before anything is written back.",Flutter|Kotlin|HuggingFace|LangChain,https://github.com/samairaprasad/vax-track,,2025-06-12T21:30:28
