touchpoint_id,user_id,campaign_name,channel,sent_at,opened,clicked,replied,outcome
C00384,U0297,spring-edition-invite,email,2025-04-21T12:19:28,false,false,false,ignored
C00138,U0103,spring-edition-invite,email,2025-04-21T15:30:38,true,false,false,ignored
C00690,U0521,alumni-winback,email,2025-04-22T20:17:17,true,false,false,ignored
C00478,U0365,mentor-recruitment,email,2025-04-23T17:18:42,false,false,false,ignored
C00768,U0588,track-specific-web3,email,2025-04-24T11:21:55,false,false,false,ignored
C00604,U0460,track-specific-web3,email,2025-04-25T13:39:03,false,false,false,ignored
C00721,U0549,track-specific-genai,whatsapp,2025-04-26T14:06:42,false,false,false,ignored
C00072,U0052,track-specific-web3,email,2025-04-26T23:00:47,false,false,false,ignored
C00449,U0340,alumni-winback,discord,2025-04-28T16:27:55,false,false,false,ignored
C00621,U0468,autumn-edition-invite,whatsapp,2025-04-28T19:02:42,false,false,false,ignored
C00558,U0419,monsoon-edition-invite,email,2025-04-30T16:42:51,false,false,false,ignored
C00732,U0563,spring-edition-invite,whatsapp,2025-04-30T20:58:06,false,false,false,ignored
C00082,U0063,spring-edition-invite,email,2025-04-30T23:45:35,true,false,false,ignored
C00496,U0378,winter-edition-invite,whatsapp,2025-05-02T13:07:13,true,true,false,ignored
C00377,U0283,track-specific-web3,email,2025-05-03T16:30:57,false,false,false,ignored
C00189,U0133,mentor-recruitment,discord,2025-05-04T11:39:40,true,false,false,ignored
C00555,U0417,track-specific-web3,email,2025-05-06T09:36:10,false,false,false,ignored
C00201,U0144,track-specific-genai,email,2025-05-06T12:22:57,false,false,false,ignored
C00703,U0540,community-digest,email,2025-05-07T12:26:09,false,false,false,ignored
C00505,U0386,track-specific-web3,email,2025-05-09T19:06:35,false,false,false,ignored
C00369,U0271,autumn-edition-invite,email,2025-05-10T08:57:31,false,false,false,ignored
C00708,U0543,winter-edition-invite,discord,2025-05-10T09:23:13,false,false,false,ignored
C00058,U0041,monsoon-edition-invite,discord,2025-05-11T11:44:23,true,true,true,registered
C00159,U0116,workshop-announcement,email,2025-05-12T12:01:43,false,false,false,ignored
C00834,U0639,winter-edition-invite,email,2025-05-13T08:26:01,true,true,false,ignored
C00373,U0278,winter-edition-invite,email,2025-05-17T14:42:53,false,false,false,ignored
C00812,U0627,feedback-request,email,2025-05-17T17:30:27,false,false,false,ignored
C00632,U0476,track-specific-web3,discord,2025-05-18T10:43:26,false,false,false,ignored
C00011,U0010,monsoon-edition-invite,email,2025-05-18T11:09:45,false,false,false,ignored
C00630,U0475,autumn-edition-invite,email,2025-05-19T11:13:21,false,false,false,ignored
C00080,U0062,community-digest,discord,2025-05-20T09:18:48,true,true,true,registered
C00368,U0270,alumni-winback,discord,2025-05-20T12:51:07,false,false,false,ignored
C00054,U0036,winter-edition-invite,email,2025-05-20T19:05:15,true,false,false,ignored
C00317,U0223,feedback-request,whatsapp,2025-05-22T08:36:24,true,false,false,ignored
C00027,U0023,workshop-announcement,email,2025-05-23T15:11:18,false,false,false,ignored
C00585,U0445,track-specific-genai,email,2025-05-23T15:15:00,true,false,false,ignored
C00192,U0135,grand-finale-invite,email,2025-05-24T14:24:00,true,false,false,ignored
C00269,U0192,workshop-announcement,email,2025-05-25T10:43:40,true,false,false,ignored
C00412,U0317,mentor-recruitment,email,2025-05-25T17:54:21,false,false,false,ignored
C00722,U0549,alumni-winback,email,2025-05-29T08:18:39,true,true,false,ignored
C00564,U0423,autumn-edition-invite,email,2025-05-29T12:01:39,true,false,false,ignored
C00353,U0260,mentor-recruitment,email,2025-05-29T13:44:22,true,false,false,ignored
C00572,U0431,alumni-winback,email,2025-05-30T08:34:27,true,false,false,ignored
C00341,U0249,track-specific-genai,email,2025-05-30T23:32:06,false,false,false,ignored
C00814,U0631,track-specific-web3,email,2025-05-31T13:04:08,true,false,false,ignored
C00014,U0012,feedback-request,whatsapp,2025-05-31T18:50:50,true,true,false,ignored
C00238,U0173,monsoon-edition-invite,whatsapp,2025-06-01T19:10:23,true,false,false,ignored
C00286,U0205,track-specific-web3,email,2025-06-02T14:36:27,true,true,false,ignored
C00122,U0094,workshop-announcement,email,2025-06-02T15:13:00,false,false,false,ignored
C00324,U0233,track-specific-genai,email,2025-06-04T22:04:49,false,false,false,ignored
C00547,U0414,autumn-edition-invite,email,2025-06-06T14:37:51,true,false,false,ignored
C00133,U0101,workshop-announcement,email,2025-06-09T13:17:29,false,false,false,ignored
C00645,U0487,track-specific-genai,email,2025-06-09T20:55:00,true,false,false,ignored
C00573,U0431,track-specific-genai,email,2025-06-11T15:12:41,false,false,false,ignored
C00116,U0089,grand-finale-invite,email,2025-06-11T16:04:49,false,false,false,ignored
C00394,U0303,grand-finale-invite,email,2025-06-12T18:47:07,true,false,false,ignored
C00675,U0507,track-specific-web3,email,2025-06-14T19:08:30,true,true,true,registered
C00827,U0635,community-digest,whatsapp,2025-06-16T12:51:03,false,false,false,ignored
C00511,U0393,spring-edition-invite,discord,2025-06-16T19:23:09,true,false,false,ignored
C00704,U0540,track-specific-genai,email,2025-06-17T10:49:49,true,true,true,registered
C00110,U0083,autumn-edition-invite,whatsapp,2025-06-17T21:27:43,true,false,false,ignored
C00762,U0586,workshop-announcement,email,2025-06-18T17:25:08,true,true,true,registered
C00253,U0182,track-specific-genai,whatsapp,2025-06-18T18:15:29,false,false,false,ignored
C00705,U0540,grand-finale-invite,email,2025-06-19T10:05:28,false,false,false,ignored
C00297,U0210,mentor-recruitment,email,2025-06-19T23:15:56,false,false,false,ignored
C00434,U0331,track-specific-genai,email,2025-06-20T17:49:02,false,false,false,ignored
C00717,U0547,community-digest,email,2025-06-20T20:30:21,true,false,false,ignored
C00316,U0220,spring-edition-invite,discord,2025-06-21T12:57:06,true,false,false,ignored
C00715,U0545,autumn-edition-invite,email,2025-06-22T14:24:06,false,false,false,ignored
C00140,U0106,grand-finale-invite,email,2025-06-22T17:57:41,false,false,false,ignored
C00025,U0022,alumni-winback,discord,2025-06-26T11:20:55,false,false,false,ignored
C00215,U0157,grand-finale-invite,email,2025-06-28T21:00:08,false,false,false,ignored
C00086,U0070,mentor-recruitment,email,2025-06-28T22:44:35,true,false,false,ignored
C00622,U0468,workshop-announcement,email,2025-06-29T21:31:00,true,true,true,registered
C00250,U0181,grand-finale-invite,email,2025-06-29T22:19:06,true,false,false,ignored
C00235,U0171,community-digest,discord,2025-06-30T20:10:25,true,false,false,ignored
C00784,U0604,spring-edition-invite,discord,2025-07-01T18:03:36,true,true,false,ignored
C00347,U0255,workshop-announcement,email,2025-07-02T18:19:04,true,false,false,ignored
C00481,U0366,track-specific-web3,email,2025-07-03T16:53:35,true,false,false,ignored
C00699,U0539,monsoon-edition-invite,email,2025-07-04T14:20:51,false,false,false,ignored
C00307,U0215,grand-finale-invite,email,2025-07-04T22:29:06,false,false,false,ignored
C00676,U0507,workshop-announcement,email,2025-07-04T22:45:40,false,false,false,ignored
C00073,U0052,grand-finale-invite,whatsapp,2025-07-05T08:00:51,false,false,false,ignored
C00363,U0266,feedback-request,email,2025-07-06T08:34:51,false,false,false,ignored
C00486,U0369,track-specific-genai,email,2025-07-06T16:06:02,false,false,false,ignored
C00627,U0472,community-digest,email,2025-07-07T13:18:48,true,false,false,ignored
C00608,U0463,spring-edition-invite,discord,2025-07-07T22:52:24,false,false,false,ignored
C00049,U0033,workshop-announcement,whatsapp,2025-07-07T23:25:55,false,false,false,ignored
C00642,U0482,track-specific-genai,whatsapp,2025-07-09T14:20:52,false,false,false,ignored
C00532,U0407,community-digest,discord,2025-07-10T10:39:36,false,false,false,ignored
C00489,U0371,track-specific-genai,email,2025-07-11T10:09:53,true,false,false,ignored
C00388,U0300,autumn-edition-invite,email,2025-07-11T19:17:19,true,false,false,bounced
C00663,U0501,winter-edition-invite,whatsapp,2025-07-12T11:12:43,true,true,true,registered
C00482,U0366,alumni-winback,whatsapp,2025-07-12T16:56:40,false,false,false,ignored
C00469,U0361,winter-edition-invite,email,2025-07-14T09:37:50,false,false,false,ignored
C00799,U0614,monsoon-edition-invite,whatsapp,2025-07-15T18:18:47,true,true,true,registered
C00594,U0455,mentor-recruitment,email,2025-07-15T19:41:58,false,false,false,ignored
C00609,U0463,track-specific-genai,email,2025-07-18T19:20:35,false,false,false,ignored
C00428,U0329,monsoon-edition-invite,email,2025-07-19T11:54:08,true,false,false,ignored
C00191,U0134,community-digest,email,2025-07-19T11:55:17,false,false,false,ignored
C00461,U0352,feedback-request,whatsapp,2025-07-20T13:59:00,true,true,false,ignored
C00556,U0417,track-specific-genai,whatsapp,2025-07-21T15:24:09,false,false,false,ignored
C00298,U0210,grand-finale-invite,email,2025-07-22T17:25:36,false,false,false,ignored
C00370,U0271,autumn-edition-invite,email,2025-07-24T12:29:17,true,false,false,ignored
C00060,U0043,community-digest,email,2025-07-24T14:30:57,true,false,false,bounced
C00586,U0445,feedback-request,email,2025-07-25T15:32:43,true,true,false,ignored
C00835,U0639,workshop-announcement,discord,2025-07-28T23:36:42,true,false,false,ignored
C00401,U0309,winter-edition-invite,email,2025-07-29T14:15:01,false,false,false,ignored
C00141,U0106,monsoon-edition-invite,email,2025-07-30T13:49:07,false,false,false,ignored
C00236,U0171,community-digest,email,2025-07-30T14:36:46,true,false,false,ignored
C00680,U0514,monsoon-edition-invite,whatsapp,2025-07-30T18:05:48,true,true,false,ignored
C00470,U0361,autumn-edition-invite,discord,2025-08-01T19:14:52,true,false,false,ignored
C00142,U0106,feedback-request,discord,2025-08-02T08:40:31,true,false,false,ignored
C00104,U0082,mentor-recruitment,whatsapp,2025-08-03T23:29:18,true,false,false,ignored
C00574,U0431,feedback-request,email,2025-08-05T14:07:43,true,false,false,ignored
C00785,U0604,spring-edition-invite,email,2025-08-05T15:52:54,true,false,false,ignored
C00491,U0373,spring-edition-invite,email,2025-08-05T23:08:06,false,false,false,ignored
C00389,U0302,autumn-edition-invite,discord,2025-08-06T23:12:17,true,false,false,ignored
C00471,U0361,winter-edition-invite,email,2025-08-07T09:36:38,true,false,false,ignored
C00789,U0609,winter-edition-invite,whatsapp,2025-08-08T09:03:08,false,false,false,ignored
C00396,U0304,monsoon-edition-invite,email,2025-08-08T17:15:43,true,false,false,ignored
C00303,U0213,workshop-announcement,email,2025-08-09T08:22:32,true,false,false,ignored
C00759,U0585,mentor-recruitment,email,2025-08-09T20:58:50,true,true,false,ignored
C00334,U0245,spring-edition-invite,email,2025-08-10T09:18:45,true,false,false,ignored
C00035,U0027,community-digest,email,2025-08-10T15:11:03,true,false,false,bounced
C00351,U0259,alumni-winback,whatsapp,2025-08-11T17:32:31,true,true,false,bounced
C00179,U0129,track-specific-web3,whatsapp,2025-08-11T19:27:51,true,false,false,ignored
C00809,U0625,winter-edition-invite,email,2025-08-12T08:52:32,true,false,false,ignored
C00180,U0129,autumn-edition-invite,email,2025-08-14T13:10:23,false,false,false,ignored
C00300,U0211,spring-edition-invite,whatsapp,2025-08-14T19:01:28,false,false,false,ignored
C00700,U0539,monsoon-edition-invite,email,2025-08-15T08:59:46,false,false,false,ignored
C00828,U0635,autumn-edition-invite,email,2025-08-15T12:17:46,false,false,false,ignored
C00589,U0450,grand-finale-invite,email,2025-08-16T20:02:15,false,false,false,ignored
C00064,U0044,community-digest,email,2025-08-17T11:18:25,true,false,false,ignored
C00673,U0505,grand-finale-invite,email,2025-08-17T14:51:52,false,false,false,ignored
C00335,U0245,grand-finale-invite,discord,2025-08-17T15:57:07,false,false,false,ignored
C00117,U0089,mentor-recruitment,whatsapp,2025-08-23T12:58:09,false,false,false,ignored
C00677,U0511,winter-edition-invite,email,2025-08-23T15:46:51,false,false,false,ignored
C00318,U0223,track-specific-web3,whatsapp,2025-08-25T23:53:25,false,false,false,ignored
C00145,U0107,alumni-winback,discord,2025-08-26T09:49:50,true,false,false,ignored
C00348,U0258,autumn-edition-invite,email,2025-08-26T16:25:09,true,false,false,ignored
C00126,U0095,spring-edition-invite,discord,2025-08-28T23:44:57,false,false,false,ignored
C00476,U0364,monsoon-edition-invite,email,2025-08-30T17:07:29,false,false,false,ignored
C00185,U0132,track-specific-genai,email,2025-08-31T11:26:59,true,true,true,registered
C00429,U0329,track-specific-web3,email,2025-08-31T13:10:14,true,true,false,ignored
C00584,U0444,autumn-edition-invite,email,2025-08-31T20:04:13,true,true,false,unsubscribed
C00007,U0008,monsoon-edition-invite,email,2025-09-01T09:03:33,false,false,false,ignored
C00600,U0458,spring-edition-invite,email,2025-09-02T08:19:33,false,false,false,ignored
C00446,U0338,autumn-edition-invite,email,2025-09-02T21:35:26,false,false,false,bounced
C00617,U0465,track-specific-web3,email,2025-09-03T18:14:39,false,false,false,ignored
C00818,U0632,grand-finale-invite,email,2025-09-04T12:37:30,false,false,false,ignored
C00421,U0325,feedback-request,email,2025-09-08T15:59:34,false,false,false,ignored
C00022,U0019,grand-finale-invite,discord,2025-09-09T13:36:05,false,false,false,ignored
C00633,U0476,alumni-winback,email,2025-09-10T19:40:14,false,false,false,ignored
C00610,U0463,track-specific-web3,email,2025-09-11T16:05:22,false,false,false,ignored
C00182,U0131,monsoon-edition-invite,email,2025-09-12T11:27:32,false,false,false,bounced
C00639,U0480,community-digest,email,2025-09-12T12:47:45,true,true,false,ignored
C00745,U0572,workshop-announcement,email,2025-09-13T17:11:54,false,false,false,ignored
C00114,U0084,community-digest,email,2025-09-15T09:04:45,false,false,false,ignored
C00447,U0338,mentor-recruitment,email,2025-09-15T09:22:36,true,false,false,ignored
C00399,U0305,alumni-winback,email,2025-09-15T20:33:36,false,false,false,ignored
C00149,U0110,community-digest,email,2025-09-17T14:55:54,true,false,false,ignored
C00590,U0450,track-specific-genai,email,2025-09-17T22:11:06,false,false,false,ignored
C00694,U0525,feedback-request,email,2025-09-19T09:04:10,true,false,false,ignored
C00299,U0210,alumni-winback,discord,2025-09-20T10:57:53,false,false,false,ignored
C00171,U0121,track-specific-genai,discord,2025-09-20T21:53:15,false,false,false,ignored
C00713,U0544,winter-edition-invite,email,2025-09-21T18:27:40,true,true,false,ignored
C00288,U0206,autumn-edition-invite,email,2025-09-21T22:23:00,false,false,false,ignored
C00507,U0391,monsoon-edition-invite,whatsapp,2025-09-22T23:03:31,false,false,false,ignored
C00668,U0502,winter-edition-invite,email,2025-09-23T08:16:26,true,true,false,ignored
C00819,U0632,community-digest,whatsapp,2025-09-24T09:59:59,true,false,false,ignored
C00462,U0352,workshop-announcement,email,2025-09-24T10:18:00,false,false,false,ignored
C00183,U0131,track-specific-web3,email,2025-09-24T14:36:18,false,false,false,ignored
C00535,U0409,spring-edition-invite,email,2025-09-24T18:25:59,true,true,false,ignored
C00580,U0441,workshop-announcement,email,2025-09-25T15:03:22,false,false,false,ignored
C00406,U0314,winter-edition-invite,email,2025-09-26T12:29:00,true,false,false,ignored
C00118,U0089,community-digest,email,2025-09-28T12:09:01,false,false,false,ignored
C00832,U0638,grand-finale-invite,email,2025-09-28T18:55:48,true,true,false,ignored
C00090,U0072,autumn-edition-invite,whatsapp,2025-09-30T10:52:10,false,false,false,ignored
C00565,U0423,workshop-announcement,whatsapp,2025-10-01T22:17:11,false,false,false,ignored
C00038,U0028,alumni-winback,email,2025-10-04T20:18:32,false,false,false,ignored
C00618,U0465,mentor-recruitment,email,2025-10-05T15:56:58,true,true,true,registered
C00343,U0253,grand-finale-invite,email,2025-10-05T18:30:13,false,false,false,unsubscribed
C00513,U0397,alumni-winback,whatsapp,2025-10-05T22:41:31,false,false,false,ignored
C00576,U0436,spring-edition-invite,email,2025-10-06T12:09:17,true,false,false,ignored
C00397,U0304,winter-edition-invite,email,2025-10-07T15:42:51,false,false,false,unsubscribed
C00364,U0266,autumn-edition-invite,whatsapp,2025-10-08T14:10:20,true,true,true,registered
C00150,U0110,autumn-edition-invite,whatsapp,2025-10-09T14:04:00,false,false,false,ignored
C00578,U0437,monsoon-edition-invite,discord,2025-10-10T13:20:38,false,false,false,ignored
C00454,U0347,autumn-edition-invite,whatsapp,2025-10-11T11:55:05,true,false,false,ignored
C00628,U0473,community-digest,email,2025-10-11T13:28:55,false,false,false,ignored
C00563,U0422,mentor-recruitment,email,2025-10-11T18:39:29,false,false,false,ignored
C00629,U0473,spring-edition-invite,email,2025-10-12T17:20:03,true,true,false,ignored
C00738,U0567,grand-finale-invite,whatsapp,2025-10-14T12:56:54,false,false,false,unsubscribed
C00254,U0182,alumni-winback,whatsapp,2025-10-14T12:59:01,false,false,false,ignored
C00770,U0589,track-specific-genai,whatsapp,2025-10-14T16:01:23,false,false,false,ignored
C00691,U0521,grand-finale-invite,whatsapp,2025-10-16T10:49:55,true,false,false,ignored
C00390,U0302,feedback-request,email,2025-10-16T18:28:53,false,false,false,ignored
C00196,U0138,grand-finale-invite,email,2025-10-17T11:12:46,true,true,true,registered
C00290,U0208,track-specific-web3,email,2025-10-17T12:09:28,true,false,false,ignored
C00259,U0185,community-digest,email,2025-10-17T16:40:56,true,false,false,ignored
C00800,U0614,winter-edition-invite,whatsapp,2025-10-18T11:07:30,false,false,false,ignored
C00381,U0295,feedback-request,email,2025-10-19T14:22:27,true,false,false,ignored
C00774,U0591,community-digest,email,2025-10-19T16:43:26,false,false,false,ignored
C00087,U0070,autumn-edition-invite,whatsapp,2025-10-20T12:34:12,false,false,false,ignored
C00681,U0514,track-specific-genai,whatsapp,2025-10-20T13:39:10,false,false,false,ignored
C00536,U0409,grand-finale-invite,whatsapp,2025-10-20T15:21:36,false,false,false,ignored
C00264,U0188,mentor-recruitment,email,2025-10-22T08:23:55,false,false,false,ignored
C00780,U0596,mentor-recruitment,email,2025-10-24T15:41:59,false,false,false,ignored
C00156,U0114,mentor-recruitment,email,2025-10-24T16:12:41,true,false,false,ignored
C00205,U0148,monsoon-edition-invite,email,2025-10-25T09:24:23,false,false,false,ignored
C00039,U0028,spring-edition-invite,discord,2025-10-25T17:38:09,true,false,false,ignored
C00218,U0159,community-digest,email,2025-10-25T19:29:45,false,false,false,ignored
C00088,U0070,grand-finale-invite,email,2025-10-26T12:14:55,false,false,false,ignored
C00308,U0215,feedback-request,email,2025-10-26T19:19:29,false,false,false,ignored
C00186,U0132,mentor-recruitment,email,2025-10-30T15:13:23,false,false,false,ignored
C00493,U0374,track-specific-web3,email,2025-10-31T21:12:03,true,true,false,ignored
C00400,U0305,track-specific-genai,email,2025-11-01T08:57:07,false,false,false,ignored
C00285,U0204,track-specific-web3,email,2025-11-01T12:39:59,false,false,false,ignored
C00006,U0007,alumni-winback,email,2025-11-04T19:22:50,false,false,false,ignored
C00523,U0402,feedback-request,whatsapp,2025-11-04T23:05:15,true,false,false,ignored
C00743,U0569,alumni-winback,email,2025-11-05T08:35:35,false,false,false,ignored
C00683,U0517,winter-edition-invite,email,2025-11-05T09:30:14,false,false,false,ignored
C00606,U0462,autumn-edition-invite,whatsapp,2025-11-05T15:07:43,false,false,false,ignored
C00526,U0403,autumn-edition-invite,email,2025-11-06T10:11:26,false,false,false,ignored
C00325,U0233,mentor-recruitment,email,2025-11-07T11:40:48,false,false,false,ignored
C00595,U0455,spring-edition-invite,discord,2025-11-08T17:59:18,false,false,false,ignored
C00724,U0552,track-specific-genai,email,2025-11-08T23:50:04,false,false,false,unsubscribed
C00036,U0027,winter-edition-invite,email,2025-11-13T23:27:49,false,false,false,ignored
C00029,U0024,mentor-recruitment,discord,2025-11-14T20:04:13,true,true,false,ignored
C00105,U0082,grand-finale-invite,email,2025-11-16T10:13:35,true,true,true,registered
C00682,U0515,spring-edition-invite,whatsapp,2025-11-16T17:33:50,false,false,false,ignored
C00522,U0401,autumn-edition-invite,discord,2025-11-17T23:46:19,true,false,false,ignored
C00386,U0298,feedback-request,email,2025-11-18T10:38:19,true,true,false,ignored
C00256,U0183,track-specific-web3,discord,2025-11-18T19:23:00,true,false,false,ignored
C00647,U0488,mentor-recruitment,email,2025-11-19T22:54:52,true,false,false,ignored
C00313,U0218,track-specific-web3,whatsapp,2025-11-20T16:46:15,true,false,false,ignored
C00089,U0070,feedback-request,email,2025-11-21T16:05:24,false,false,false,ignored
C00540,U0410,feedback-request,email,2025-11-22T13:40:24,true,false,false,ignored
C00273,U0194,winter-edition-invite,email,2025-11-24T09:10:11,false,false,false,ignored
C00516,U0398,community-digest,email,2025-11-24T19:27:49,true,false,false,ignored
C00375,U0281,winter-edition-invite,email,2025-11-27T12:29:26,false,false,false,ignored
C00289,U0206,track-specific-web3,email,2025-11-30T12:14:08,false,false,false,bounced
C00640,U0480,track-specific-genai,email,2025-11-30T18:27:51,true,true,true,registered
C00467,U0360,winter-edition-invite,email,2025-12-01T08:48:56,false,false,false,ignored
C00012,U0010,winter-edition-invite,whatsapp,2025-12-01T15:04:32,true,true,false,ignored
C00352,U0259,grand-finale-invite,whatsapp,2025-12-02T11:15:35,false,false,false,ignored
C00008,U0008,autumn-edition-invite,email,2025-12-02T11:40:57,false,false,false,ignored
C00187,U0132,feedback-request,email,2025-12-02T22:49:45,false,false,false,ignored
C00020,U0017,mentor-recruitment,discord,2025-12-04T15:43:26,true,false,false,ignored
C00372,U0274,community-digest,discord,2025-12-05T10:10:54,false,false,false,unsubscribed
C00021,U0017,monsoon-edition-invite,email,2025-12-05T11:55:59,true,false,false,ignored
C00175,U0122,grand-finale-invite,email,2025-12-06T16:21:39,true,true,true,registered
C00793,U0612,spring-edition-invite,email,2025-12-06T17:07:19,true,false,false,ignored
C00463,U0353,monsoon-edition-invite,email,2025-12-06T17:22:08,true,true,false,ignored
C00239,U0173,feedback-request,email,2025-12-06T17:49:33,false,false,false,ignored
C00033,U0026,track-specific-web3,email,2025-12-08T20:13:46,true,false,false,ignored
C00251,U0181,workshop-announcement,whatsapp,2025-12-09T12:55:02,false,false,false,ignored
C00056,U0037,spring-edition-invite,email,2025-12-10T14:47:00,true,true,false,ignored
C00032,U0025,track-specific-genai,whatsapp,2025-12-11T09:29:27,false,false,false,ignored
C00808,U0624,monsoon-edition-invite,discord,2025-12-15T23:34:39,false,false,false,ignored
C00328,U0235,track-specific-genai,discord,2025-12-16T08:12:54,true,true,true,registered
C00057,U0039,spring-edition-invite,email,2025-12-16T14:18:31,true,true,false,ignored
C00552,U0415,mentor-recruitment,email,2025-12-18T13:59:28,true,true,true,registered
C00413,U0317,mentor-recruitment,discord,2025-12-19T15:17:59,true,false,false,ignored
C00718,U0547,workshop-announcement,whatsapp,2025-12-20T18:39:12,true,false,false,ignored
C00323,U0231,grand-finale-invite,email,2025-12-20T18:48:53,true,false,false,ignored
C00402,U0309,winter-edition-invite,whatsapp,2025-12-21T11:06:42,true,false,false,ignored
C00291,U0208,track-specific-genai,email,2025-12-21T18:32:50,false,false,false,ignored
C00001,U0001,workshop-announcement,email,2025-12-22T19:47:36,false,false,false,ignored
C00342,U0249,autumn-edition-invite,email,2025-12-22T21:16:54,true,true,true,registered
C00614,U0464,grand-finale-invite,email,2025-12-23T08:15:27,false,false,false,ignored
C00330,U0238,autumn-edition-invite,email,2025-12-24T17:18:00,true,false,false,ignored
C00601,U0458,alumni-winback,discord,2025-12-24T21:28:31,true,false,false,ignored
C00546,U0413,community-digest,whatsapp,2025-12-25T11:40:51,false,false,false,bounced
C00164,U0117,feedback-request,email,2025-12-26T18:52:55,false,false,false,ignored
C00416,U0322,winter-edition-invite,discord,2025-12-26T20:18:40,true,true,true,registered
C00219,U0159,feedback-request,whatsapp,2025-12-30T08:54:47,true,false,false,ignored
C00492,U0373,alumni-winback,email,2025-12-31T14:10:45,true,false,false,ignored
C00623,U0469,grand-finale-invite,email,2025-12-31T23:02:42,false,false,false,ignored
C00061,U0043,winter-edition-invite,discord,2026-01-01T14:58:20,false,false,false,ignored
C00243,U0176,track-specific-web3,email,2026-01-01T16:49:20,true,false,false,ignored
C00414,U0317,winter-edition-invite,whatsapp,2026-01-02T23:47:01,false,false,false,ignored
C00165,U0117,track-specific-web3,whatsapp,2026-01-06T12:47:42,false,false,false,ignored
C00764,U0587,grand-finale-invite,email,2026-01-07T14:44:41,true,false,false,ignored
C00753,U0579,winter-edition-invite,email,2026-01-08T18:31:06,true,false,false,ignored
C00340,U0248,winter-edition-invite,email,2026-01-09T19:23:33,false,false,false,ignored
C00422,U0325,grand-finale-invite,discord,2026-01-10T15:01:14,false,false,false,ignored
C00815,U0631,workshop-announcement,email,2026-01-10T18:16:57,false,false,false,ignored
C00274,U0194,mentor-recruitment,whatsapp,2026-01-11T15:49:35,true,false,false,ignored
C00810,U0625,monsoon-edition-invite,discord,2026-01-14T12:32:34,false,false,false,ignored
C00076,U0057,track-specific-web3,email,2026-01-14T14:01:53,true,false,false,ignored
C00458,U0351,monsoon-edition-invite,whatsapp,2026-01-16T18:51:35,false,false,false,ignored
C00034,U0026,grand-finale-invite,whatsapp,2026-01-16T22:42:20,true,false,false,ignored
C00111,U0083,spring-edition-invite,email,2026-01-18T18:20:45,false,false,false,ignored
C00802,U0615,grand-finale-invite,email,2026-01-19T22:56:45,true,false,false,ignored
C00009,U0008,monsoon-edition-invite,email,2026-01-21T11:05:24,false,false,false,ignored
C00193,U0136,feedback-request,email,2026-01-24T08:04:21,true,true,false,ignored
C00094,U0075,community-digest,email,2026-01-24T15:40:33,true,true,false,ignored
C00232,U0165,grand-finale-invite,whatsapp,2026-01-24T18:52:39,false,false,false,ignored
C00283,U0203,community-digest,email,2026-01-25T20:48:50,true,false,false,ignored
C00143,U0106,spring-edition-invite,email,2026-01-26T14:45:20,false,false,false,ignored
C00419,U0324,monsoon-edition-invite,email,2026-01-26T16:28:07,false,false,false,ignored
C00362,U0265,autumn-edition-invite,whatsapp,2026-01-27T23:34:30,true,true,false,ignored
C00786,U0604,monsoon-edition-invite,email,2026-01-28T12:38:59,false,false,false,ignored
C00077,U0057,monsoon-edition-invite,email,2026-01-28T16:14:44,false,false,false,ignored
C00002,U0002,track-specific-web3,discord,2026-01-29T18:25:00,false,false,false,ignored
C00674,U0506,community-digest,email,2026-01-29T21:50:01,true,false,false,ignored
C00223,U0161,alumni-winback,discord,2026-01-30T10:11:25,false,false,false,ignored
C00106,U0082,feedback-request,whatsapp,2026-01-30T18:39:06,false,false,false,ignored
C00261,U0187,grand-finale-invite,email,2026-02-02T15:23:04,false,false,false,ignored
C00634,U0476,track-specific-web3,email,2026-02-03T19:33:03,false,false,false,ignored
C00418,U0323,spring-edition-invite,email,2026-02-03T19:42:36,true,true,false,ignored
C00366,U0268,feedback-request,email,2026-02-04T09:17:18,false,false,false,ignored
C00520,U0400,feedback-request,email,2026-02-04T10:20:34,false,false,false,ignored
C00030,U0024,workshop-announcement,email,2026-02-04T17:53:06,true,true,true,registered
C00135,U0102,track-specific-genai,whatsapp,2026-02-04T21:02:08,false,false,false,ignored
C00803,U0615,monsoon-edition-invite,email,2026-02-04T22:43:34,false,false,false,ignored
C00320,U0227,winter-edition-invite,whatsapp,2026-02-05T12:10:06,false,false,false,ignored
C00224,U0161,feedback-request,whatsapp,2026-02-05T16:52:05,true,false,false,ignored
C00265,U0190,track-specific-genai,whatsapp,2026-02-06T09:30:57,false,false,false,ignored
C00050,U0033,winter-edition-invite,email,2026-02-06T18:13:42,true,false,false,ignored
C00212,U0155,workshop-announcement,email,2026-02-06T21:27:31,true,false,false,ignored
C00130,U0097,feedback-request,email,2026-02-07T19:13:42,false,false,false,ignored
C00749,U0575,winter-edition-invite,whatsapp,2026-02-08T08:04:01,true,false,false,ignored
C00559,U0419,mentor-recruitment,email,2026-02-08T15:18:57,false,false,false,ignored
C00220,U0159,track-specific-web3,email,2026-02-09T12:16:07,true,false,false,ignored
C00062,U0043,autumn-edition-invite,whatsapp,2026-02-11T13:16:19,false,false,false,ignored
C00763,U0586,track-specific-web3,email,2026-02-14T09:18:54,true,false,false,ignored
C00726,U0553,feedback-request,email,2026-02-14T14:03:10,false,false,false,ignored
